Arresting Agency,Criminality,Area of Responsibility (AOR),Country of Citizenship,Fiscal Year,Fiscal Quarter,Fiscal Month,Month-Year,Removals
CBP,Other Immigration Violator,Chicago,BRAZIL,2021,4,10,Jul 2021,42
CBP,Other Immigration Violator,Chicago,COLOMBIA,2024,1,2,Nov 2023,10
CBP,Other Immigration Violator,Chicago,COLOMBIA,2024,2,5,Feb 2024,11
CBP,Other Immigration Violator,Chicago,COLOMBIA,2024,3,7,Apr 2024,11
CBP,Other Immigration Violator,Chicago,DOMINICAN REPUBLIC,2023,2,6,Mar 2023,10
CBP,Other Immigration Violator,Chicago,ECUADOR,2023,4,11,Aug 2023,19
CBP,Other Immigration Violator,Chicago,ECUADOR,2024,2,5,Feb 2024,14
CBP,Other Immigration Violator,Chicago,ECUADOR,2024,3,8,May 2024,10
CBP,Other Immigration Violator,Chicago,ECUADOR,2024,4,10,Jul 2024,10
CBP,Other Immigration Violator,Chicago,GUATEMALA,2022,1,1,Oct 2021,10
CBP,Other Immigration Violator,Chicago,GUATEMALA,2023,1,3,Dec 2022,12
CBP,Other Immigration Violator,Chicago,GUATEMALA,2023,4,11,Aug 2023,10
CBP,Other Immigration Violator,Chicago,GUATEMALA,2024,1,1,Oct 2023,13
CBP,Other Immigration Violator,Chicago,GUATEMALA,2024,1,2,Nov 2023,21
CBP,Other Immigration Violator,Chicago,GUATEMALA,2024,1,3,Dec 2023,17
CBP,Other Immigration Violator,Chicago,GUATEMALA,2024,2,5,Feb 2024,13
CBP,Other Immigration Violator,Chicago,GUATEMALA,2024,2,6,Mar 2024,13
CBP,Other Immigration Violator,Chicago,GUATEMALA,2024,3,8,May 2024,15
CBP,Other Immigration Violator,Chicago,GUATEMALA,2024,4,10,Jul 2024,12
CBP,Other Immigration Violator,Chicago,GUATEMALA,2024,4,11,Aug 2024,20
CBP,Other Immigration Violator,Chicago,GUATEMALA,2025,1,1,Oct 2024,19
CBP,Other Immigration Violator,Chicago,HONDURAS,2024,1,1,Oct 2023,10
CBP,Other Immigration Violator,Chicago,HONDURAS,2024,1,3,Dec 2023,11
CBP,Other Immigration Violator,Chicago,HONDURAS,2024,2,4,Jan 2024,20
CBP,Other Immigration Violator,Chicago,HONDURAS,2024,2,6,Mar 2024,11
CBP,Other Immigration Violator,Chicago,HONDURAS,2024,3,7,Apr 2024,17
CBP,Other Immigration Violator,Chicago,HONDURAS,2024,4,11,Aug 2024,20
CBP,Other Immigration Violator,Chicago,HONDURAS,2024,4,12,Sep 2024,20
CBP,Other Immigration Violator,Chicago,HONDURAS,2025,1,1,Oct 2024,22
CBP,Other Immigration Violator,Chicago,HONDURAS,2025,1,2,Nov 2024,11
CBP,Other Immigration Violator,Chicago,MEXICO,2024,1,1,Oct 2023,10
CBP,Other Immigration Violator,Chicago,MEXICO,2024,1,2,Nov 2023,22
CBP,Other Immigration Violator,Chicago,MEXICO,2024,2,4,Jan 2024,10
CBP,Other Immigration Violator,Chicago,MEXICO,2024,2,5,Feb 2024,20
CBP,Other Immigration Violator,Chicago,MEXICO,2024,2,6,Mar 2024,15
CBP,Other Immigration Violator,Chicago,MEXICO,2024,3,7,Apr 2024,43
CBP,Other Immigration Violator,Chicago,MEXICO,2024,3,8,May 2024,44
CBP,Other Immigration Violator,Chicago,MEXICO,2024,3,9,Jun 2024,25
CBP,Other Immigration Violator,Chicago,MEXICO,2024,4,10,Jul 2024,26
CBP,Other Immigration Violator,Chicago,MEXICO,2025,1,1,Oct 2024,32
CBP,Other Immigration Violator,Chicago,MEXICO,2025,1,2,Nov 2024,15
CBP,Other Immigration Violator,Chicago,NICARAGUA,2021,4,12,Sep 2021,18
CBP,Other Immigration Violator,Chicago,NICARAGUA,2022,1,2,Nov 2021,10
CBP,Other Immigration Violator,Chicago,NICARAGUA,2022,3,9,Jun 2022,10
CBP,Other Immigration Violator,Chicago,NICARAGUA,2022,4,11,Aug 2022,13
CBP,Other Immigration Violator,Chicago,REPUBLIC OF TÜRKIYE,2023,1,3,Dec 2022,13
CBP,Other Immigration Violator,Chicago,REPUBLIC OF TÜRKIYE,2023,2,4,Jan 2023,11
CBP,Other Immigration Violator,Dallas,BRAZIL,2021,4,10,Jul 2021,38
CBP,Other Immigration Violator,Dallas,BRAZIL,2021,4,11,Aug 2021,31
CBP,Other Immigration Violator,Dallas,BRAZIL,2021,4,12,Sep 2021,12
CBP,Other Immigration Violator,Dallas,BRAZIL,2022,4,11,Aug 2022,10
CBP,Other Immigration Violator,Dallas,BRAZIL,2022,4,12,Sep 2022,10
CBP,Other Immigration Violator,Dallas,BRAZIL,2023,1,1,Oct 2022,13
CBP,Other Immigration Violator,Dallas,COLOMBIA,2022,3,7,Apr 2022,11
CBP,Other Immigration Violator,Dallas,COLOMBIA,2022,4,11,Aug 2022,20
CBP,Other Immigration Violator,Dallas,COLOMBIA,2022,4,12,Sep 2022,14
CBP,Other Immigration Violator,Dallas,COLOMBIA,2023,2,4,Jan 2023,17
CBP,Other Immigration Violator,Dallas,COLOMBIA,2023,2,5,Feb 2023,38
CBP,Other Immigration Violator,Dallas,COLOMBIA,2023,2,6,Mar 2023,36
CBP,Other Immigration Violator,Dallas,COLOMBIA,2023,3,7,Apr 2023,26
CBP,Other Immigration Violator,Dallas,COLOMBIA,2023,3,8,May 2023,31
CBP,Other Immigration Violator,Dallas,COLOMBIA,2023,3,9,Jun 2023,64
CBP,Other Immigration Violator,Dallas,COLOMBIA,2023,4,10,Jul 2023,28
CBP,Other Immigration Violator,Dallas,COLOMBIA,2023,4,11,Aug 2023,25
CBP,Other Immigration Violator,Dallas,COLOMBIA,2024,2,4,Jan 2024,24
CBP,Other Immigration Violator,Dallas,COLOMBIA,2024,2,5,Feb 2024,12
CBP,Other Immigration Violator,Dallas,COLOMBIA,2024,2,6,Mar 2024,19
CBP,Other Immigration Violator,Dallas,COLOMBIA,2024,3,7,Apr 2024,19
CBP,Other Immigration Violator,Dallas,COLOMBIA,2024,3,8,May 2024,22
CBP,Other Immigration Violator,Dallas,COLOMBIA,2024,4,10,Jul 2024,12
CBP,Other Immigration Violator,Dallas,COLOMBIA,2024,4,11,Aug 2024,19
CBP,Other Immigration Violator,Dallas,COLOMBIA,2025,1,1,Oct 2024,23
CBP,Other Immigration Violator,Dallas,DOMINICAN REPUBLIC,2023,1,2,Nov 2022,15
CBP,Other Immigration Violator,Dallas,DOMINICAN REPUBLIC,2023,2,4,Jan 2023,11
CBP,Other Immigration Violator,Dallas,DOMINICAN REPUBLIC,2023,2,5,Feb 2023,21
CBP,Other Immigration Violator,Dallas,DOMINICAN REPUBLIC,2023,2,6,Mar 2023,30
CBP,Other Immigration Violator,Dallas,DOMINICAN REPUBLIC,2023,3,7,Apr 2023,87
CBP,Other Immigration Violator,Dallas,DOMINICAN REPUBLIC,2023,3,8,May 2023,14
CBP,Other Immigration Violator,Dallas,ECUADOR,2022,4,11,Aug 2022,15
CBP,Other Immigration Violator,Dallas,ECUADOR,2022,4,12,Sep 2022,19
CBP,Other Immigration Violator,Dallas,ECUADOR,2023,1,2,Nov 2022,27
CBP,Other Immigration Violator,Dallas,ECUADOR,2023,2,4,Jan 2023,15
CBP,Other Immigration Violator,Dallas,ECUADOR,2023,2,5,Feb 2023,16
CBP,Other Immigration Violator,Dallas,ECUADOR,2023,2,6,Mar 2023,22
CBP,Other Immigration Violator,Dallas,ECUADOR,2023,3,7,Apr 2023,10
CBP,Other Immigration Violator,Dallas,ECUADOR,2023,3,9,Jun 2023,32
CBP,Other Immigration Violator,Dallas,ECUADOR,2023,4,10,Jul 2023,15
CBP,Other Immigration Violator,Dallas,ECUADOR,2023,4,11,Aug 2023,36
CBP,Other Immigration Violator,Dallas,ECUADOR,2023,4,12,Sep 2023,12
CBP,Other Immigration Violator,Dallas,ECUADOR,2024,1,1,Oct 2023,13
CBP,Other Immigration Violator,Dallas,ECUADOR,2024,2,4,Jan 2024,25
CBP,Other Immigration Violator,Dallas,ECUADOR,2024,2,6,Mar 2024,21
CBP,Other Immigration Violator,Dallas,ECUADOR,2024,3,7,Apr 2024,16
CBP,Other Immigration Violator,Dallas,ECUADOR,2024,3,8,May 2024,10
CBP,Other Immigration Violator,Dallas,ECUADOR,2024,4,11,Aug 2024,18
CBP,Other Immigration Violator,Dallas,EL SALVADOR,2023,3,9,Jun 2023,31
CBP,Other Immigration Violator,Dallas,EL SALVADOR,2023,4,10,Jul 2023,15
CBP,Other Immigration Violator,Dallas,EL SALVADOR,2023,4,11,Aug 2023,31
CBP,Other Immigration Violator,Dallas,EL SALVADOR,2024,2,5,Feb 2024,14
CBP,Other Immigration Violator,Dallas,EL SALVADOR,2024,2,6,Mar 2024,12
CBP,Other Immigration Violator,Dallas,GUATEMALA,2022,3,8,May 2022,40
CBP,Other Immigration Violator,Dallas,GUATEMALA,2022,3,9,Jun 2022,26
CBP,Other Immigration Violator,Dallas,GUATEMALA,2022,4,10,Jul 2022,24
CBP,Other Immigration Violator,Dallas,GUATEMALA,2022,4,11,Aug 2022,14
CBP,Other Immigration Violator,Dallas,GUATEMALA,2023,3,9,Jun 2023,46
CBP,Other Immigration Violator,Dallas,GUATEMALA,2023,4,10,Jul 2023,38
CBP,Other Immigration Violator,Dallas,GUATEMALA,2023,4,11,Aug 2023,27
CBP,Other Immigration Violator,Dallas,GUATEMALA,2023,4,12,Sep 2023,22
CBP,Other Immigration Violator,Dallas,GUATEMALA,2024,1,1,Oct 2023,34
CBP,Other Immigration Violator,Dallas,GUATEMALA,2024,1,2,Nov 2023,20
CBP,Other Immigration Violator,Dallas,GUATEMALA,2024,1,3,Dec 2023,17
CBP,Other Immigration Violator,Dallas,GUATEMALA,2024,2,4,Jan 2024,11
CBP,Other Immigration Violator,Dallas,GUATEMALA,2024,2,5,Feb 2024,21
CBP,Other Immigration Violator,Dallas,GUATEMALA,2024,2,6,Mar 2024,34
CBP,Other Immigration Violator,Dallas,GUATEMALA,2024,3,8,May 2024,10
CBP,Other Immigration Violator,Dallas,GUATEMALA,2024,4,10,Jul 2024,10
CBP,Other Immigration Violator,Dallas,HAITI,2023,4,11,Aug 2023,14
CBP,Other Immigration Violator,Dallas,HAITI,2024,4,12,Sep 2024,14
CBP,Other Immigration Violator,Dallas,HAITI,2025,1,1,Oct 2024,31
CBP,Other Immigration Violator,Dallas,HONDURAS,2021,3,9,Jun 2021,10
CBP,Other Immigration Violator,Dallas,HONDURAS,2023,3,8,May 2023,28
CBP,Other Immigration Violator,Dallas,HONDURAS,2023,3,9,Jun 2023,85
CBP,Other Immigration Violator,Dallas,HONDURAS,2023,4,10,Jul 2023,54
CBP,Other Immigration Violator,Dallas,HONDURAS,2023,4,11,Aug 2023,54
CBP,Other Immigration Violator,Dallas,HONDURAS,2023,4,12,Sep 2023,15
CBP,Other Immigration Violator,Dallas,HONDURAS,2024,1,1,Oct 2023,18
CBP,Other Immigration Violator,Dallas,HONDURAS,2024,1,2,Nov 2023,12
CBP,Other Immigration Violator,Dallas,HONDURAS,2024,1,3,Dec 2023,24
CBP,Other Immigration Violator,Dallas,HONDURAS,2024,2,4,Jan 2024,11
CBP,Other Immigration Violator,Dallas,HONDURAS,2024,2,5,Feb 2024,31
CBP,Other Immigration Violator,Dallas,HONDURAS,2024,2,6,Mar 2024,38
CBP,Other Immigration Violator,Dallas,HONDURAS,2024,3,7,Apr 2024,18
CBP,Other Immigration Violator,Dallas,HONDURAS,2024,3,8,May 2024,13
CBP,Other Immigration Violator,Dallas,HONDURAS,2024,4,11,Aug 2024,32
CBP,Other Immigration Violator,Dallas,HONDURAS,2025,1,1,Oct 2024,25
CBP,Other Immigration Violator,Dallas,HONDURAS,2025,1,2,Nov 2024,11
CBP,Other Immigration Violator,Dallas,HONDURAS,2025,1,3,Dec 2024,15
CBP,Other Immigration Violator,Dallas,MEXICO,2021,1,1,Oct 2020,28
CBP,Other Immigration Violator,Dallas,MEXICO,2021,1,2,Nov 2020,19
CBP,Other Immigration Violator,Dallas,MEXICO,2021,1,3,Dec 2020,17
CBP,Other Immigration Violator,Dallas,MEXICO,2021,2,4,Jan 2021,26
CBP,Other Immigration Violator,Dallas,MEXICO,2021,2,5,Feb 2021,12
CBP,Other Immigration Violator,Dallas,MEXICO,2021,2,6,Mar 2021,35
CBP,Other Immigration Violator,Dallas,MEXICO,2021,3,7,Apr 2021,31
CBP,Other Immigration Violator,Dallas,MEXICO,2021,3,8,May 2021,16
CBP,Other Immigration Violator,Dallas,MEXICO,2021,3,9,Jun 2021,31
CBP,Other Immigration Violator,Dallas,MEXICO,2021,4,10,Jul 2021,23
CBP,Other Immigration Violator,Dallas,MEXICO,2022,1,1,Oct 2021,16
CBP,Other Immigration Violator,Dallas,MEXICO,2023,4,10,Jul 2023,15
CBP,Other Immigration Violator,Dallas,MEXICO,2023,4,11,Aug 2023,13
CBP,Other Immigration Violator,Dallas,MEXICO,2023,4,12,Sep 2023,17
CBP,Other Immigration Violator,Dallas,MEXICO,2024,1,1,Oct 2023,19
CBP,Other Immigration Violator,Dallas,MEXICO,2024,1,2,Nov 2023,57
CBP,Other Immigration Violator,Dallas,MEXICO,2024,1,3,Dec 2023,32
CBP,Other Immigration Violator,Dallas,MEXICO,2024,2,4,Jan 2024,11
CBP,Other Immigration Violator,Dallas,MEXICO,2024,2,5,Feb 2024,14
CBP,Other Immigration Violator,Dallas,MEXICO,2024,2,6,Mar 2024,30
CBP,Other Immigration Violator,Dallas,MEXICO,2024,3,7,Apr 2024,49
CBP,Other Immigration Violator,Dallas,MEXICO,2024,3,8,May 2024,84
CBP,Other Immigration Violator,Dallas,MEXICO,2024,3,9,Jun 2024,73
CBP,Other Immigration Violator,Dallas,MEXICO,2024,4,10,Jul 2024,23
CBP,Other Immigration Violator,Dallas,MEXICO,2025,1,1,Oct 2024,28
CBP,Other Immigration Violator,Dallas,MEXICO,2025,1,2,Nov 2024,10
CBP,Other Immigration Violator,Dallas,MEXICO,2025,1,3,Dec 2024,16
CBP,Other Immigration Violator,Dallas,NICARAGUA,2022,1,1,Oct 2021,33
CBP,Other Immigration Violator,Dallas,NICARAGUA,2023,1,1,Oct 2022,29
CBP,Other Immigration Violator,Dallas,NICARAGUA,2023,1,2,Nov 2022,10
CBP,Other Immigration Violator,Dallas,NICARAGUA,2023,1,3,Dec 2022,38
CBP,Other Immigration Violator,Dallas,NICARAGUA,2023,2,4,Jan 2023,23
CBP,Other Immigration Violator,Dallas,NICARAGUA,2023,2,5,Feb 2023,10
CBP,Other Immigration Violator,Dallas,NICARAGUA,2023,2,6,Mar 2023,16
CBP,Other Immigration Violator,Dallas,NICARAGUA,2024,3,9,Jun 2024,31
CBP,Other Immigration Violator,Dallas,NICARAGUA,2024,4,10,Jul 2024,19
CBP,Other Immigration Violator,Dallas,PERU,2022,4,10,Jul 2022,11
CBP,Other Immigration Violator,Dallas,PERU,2022,4,11,Aug 2022,24
CBP,Other Immigration Violator,Dallas,PERU,2023,1,1,Oct 2022,14
CBP,Other Immigration Violator,Dallas,PERU,2023,1,2,Nov 2022,12
CBP,Other Immigration Violator,Dallas,PERU,2023,2,5,Feb 2023,10
CBP,Other Immigration Violator,Dallas,PERU,2023,3,8,May 2023,35
CBP,Other Immigration Violator,Dallas,PERU,2023,3,9,Jun 2023,14
CBP,Other Immigration Violator,Dallas,PERU,2023,4,10,Jul 2023,13
CBP,Other Immigration Violator,Dallas,PERU,2023,4,11,Aug 2023,34
CBP,Other Immigration Violator,Dallas,PERU,2024,1,1,Oct 2023,10
CBP,Other Immigration Violator,Dallas,SENEGAL,2024,1,2,Nov 2023,10
CBP,Other Immigration Violator,Dallas,VENEZUELA,2023,4,10,Jul 2023,31
CBP,Other Immigration Violator,Dallas,VENEZUELA,2023,4,11,Aug 2023,19
CBP,Other Immigration Violator,Dallas,VENEZUELA,2023,4,12,Sep 2023,11
CBP,Other Immigration Violator,Dallas,VENEZUELA,2024,1,1,Oct 2023,14
CBP,Other Immigration Violator,Dallas,VENEZUELA,2024,1,2,Nov 2023,12
CBP,Other Immigration Violator,Dallas,VENEZUELA,2024,1,3,Dec 2023,26
CBP,Other Immigration Violator,Dallas,VENEZUELA,2024,2,6,Mar 2024,12
CBP,Other Immigration Violator,Denver,BRAZIL,2021,4,10,Jul 2021,26
CBP,Other Immigration Violator,Denver,BRAZIL,2021,4,11,Aug 2021,50
CBP,Other Immigration Violator,Denver,BRAZIL,2022,1,3,Dec 2021,10
CBP,Other Immigration Violator,Denver,BRAZIL,2022,2,5,Feb 2022,28
CBP,Other Immigration Violator,Denver,BRAZIL,2022,4,12,Sep 2022,16
CBP,Other Immigration Violator,Denver,COLOMBIA,2022,2,4,Jan 2022,15
CBP,Other Immigration Violator,Denver,COLOMBIA,2022,4,11,Aug 2022,20
CBP,Other Immigration Violator,Denver,COLOMBIA,2022,4,12,Sep 2022,18
CBP,Other Immigration Violator,Denver,COLOMBIA,2023,2,4,Jan 2023,10
CBP,Other Immigration Violator,Denver,COLOMBIA,2023,2,6,Mar 2023,10
CBP,Other Immigration Violator,Denver,COLOMBIA,2023,3,7,Apr 2023,11
CBP,Other Immigration Violator,Denver,COLOMBIA,2023,3,9,Jun 2023,14
CBP,Other Immigration Violator,Denver,COLOMBIA,2023,4,10,Jul 2023,20
CBP,Other Immigration Violator,Denver,COLOMBIA,2023,4,11,Aug 2023,29
CBP,Other Immigration Violator,Denver,COLOMBIA,2024,1,3,Dec 2023,14
CBP,Other Immigration Violator,Denver,COLOMBIA,2024,2,4,Jan 2024,10
CBP,Other Immigration Violator,Denver,COLOMBIA,2024,3,8,May 2024,18
CBP,Other Immigration Violator,Denver,COLOMBIA,2024,3,9,Jun 2024,14
CBP,Other Immigration Violator,Denver,COLOMBIA,2024,4,10,Jul 2024,22
CBP,Other Immigration Violator,Denver,COLOMBIA,2024,4,11,Aug 2024,16
CBP,Other Immigration Violator,Denver,COLOMBIA,2025,1,1,Oct 2024,13
CBP,Other Immigration Violator,Denver,COLOMBIA,2025,1,2,Nov 2024,10
CBP,Other Immigration Violator,Denver,COLOMBIA,2025,1,3,Dec 2024,21
CBP,Other Immigration Violator,Denver,DOMINICAN REPUBLIC,2023,4,11,Aug 2023,12
CBP,Other Immigration Violator,Denver,DOMINICAN REPUBLIC,2024,1,2,Nov 2023,10
CBP,Other Immigration Violator,Denver,ECUADOR,2022,4,12,Sep 2022,13
CBP,Other Immigration Violator,Denver,ECUADOR,2023,4,10,Jul 2023,41
CBP,Other Immigration Violator,Denver,ECUADOR,2023,4,11,Aug 2023,39
CBP,Other Immigration Violator,Denver,ECUADOR,2023,4,12,Sep 2023,16
CBP,Other Immigration Violator,Denver,ECUADOR,2024,1,1,Oct 2023,35
CBP,Other Immigration Violator,Denver,ECUADOR,2024,1,2,Nov 2023,32
CBP,Other Immigration Violator,Denver,GUATEMALA,2024,1,2,Nov 2023,15
CBP,Other Immigration Violator,Denver,GUATEMALA,2024,3,9,Jun 2024,15
CBP,Other Immigration Violator,Denver,GUATEMALA,2024,4,10,Jul 2024,20
CBP,Other Immigration Violator,Denver,GUATEMALA,2024,4,11,Aug 2024,11
CBP,Other Immigration Violator,Denver,HONDURAS,2023,4,10,Jul 2023,11
CBP,Other Immigration Violator,Denver,HONDURAS,2024,4,10,Jul 2024,12
CBP,Other Immigration Violator,Denver,INDIA,2024,2,4,Jan 2024,15
CBP,Other Immigration Violator,Denver,MEXICO,2021,1,1,Oct 2020,13
CBP,Other Immigration Violator,Denver,MEXICO,2021,1,2,Nov 2020,14
CBP,Other Immigration Violator,Denver,MEXICO,2021,1,3,Dec 2020,19
CBP,Other Immigration Violator,Denver,MEXICO,2021,2,4,Jan 2021,21
CBP,Other Immigration Violator,Denver,MEXICO,2021,2,5,Feb 2021,26
CBP,Other Immigration Violator,Denver,MEXICO,2021,2,6,Mar 2021,25
CBP,Other Immigration Violator,Denver,MEXICO,2021,3,7,Apr 2021,27
CBP,Other Immigration Violator,Denver,MEXICO,2021,3,8,May 2021,22
CBP,Other Immigration Violator,Denver,MEXICO,2022,3,7,Apr 2022,13
CBP,Other Immigration Violator,Denver,MEXICO,2024,3,8,May 2024,16
CBP,Other Immigration Violator,Denver,MEXICO,2024,3,9,Jun 2024,25
CBP,Other Immigration Violator,Denver,MEXICO,2024,4,10,Jul 2024,10
CBP,Other Immigration Violator,Denver,MEXICO,2024,4,12,Sep 2024,11
CBP,Other Immigration Violator,Denver,MEXICO,2025,1,1,Oct 2024,14
CBP,Other Immigration Violator,Denver,NICARAGUA,2022,2,4,Jan 2022,18
CBP,Other Immigration Violator,Denver,NICARAGUA,2022,2,6,Mar 2022,11
CBP,Other Immigration Violator,Denver,PERU,2023,4,11,Aug 2023,88
CBP,Other Immigration Violator,Denver,PERU,2023,4,12,Sep 2023,40
CBP,Other Immigration Violator,Denver,PERU,2024,1,1,Oct 2023,47
CBP,Other Immigration Violator,Denver,PERU,2024,1,2,Nov 2023,23
CBP,Other Immigration Violator,Denver,PERU,2024,1,3,Dec 2023,11
CBP,Other Immigration Violator,Denver,UZBEKISTAN,2024,1,3,Dec 2023,17
CBP,Other Immigration Violator,Detroit,COLOMBIA,2024,2,6,Mar 2024,14
CBP,Other Immigration Violator,Detroit,GUATEMALA,2024,1,2,Nov 2023,12
CBP,Other Immigration Violator,Detroit,GUATEMALA,2024,3,7,Apr 2024,11
CBP,Other Immigration Violator,Detroit,MEXICO,2023,4,11,Aug 2023,11
CBP,Other Immigration Violator,Detroit,MEXICO,2024,1,3,Dec 2023,10
CBP,Other Immigration Violator,Detroit,MEXICO,2024,3,8,May 2024,18
CBP,Other Immigration Violator,Detroit,MEXICO,2024,3,9,Jun 2024,26
CBP,Other Immigration Violator,Detroit,MEXICO,2024,4,10,Jul 2024,17
CBP,Other Immigration Violator,Detroit,MEXICO,2024,4,12,Sep 2024,11
CBP,Other Immigration Violator,Detroit,MEXICO,2025,1,1,Oct 2024,21
CBP,Other Immigration Violator,Detroit,MEXICO,2025,1,2,Nov 2024,15
CBP,Other Immigration Violator,Detroit,MEXICO,2025,1,3,Dec 2024,18
CBP,Other Immigration Violator,Detroit,PERU,2023,3,9,Jun 2023,11
CBP,Other Immigration Violator,Detroit,PERU,2023,4,11,Aug 2023,12
CBP,Other Immigration Violator,El Paso,BOLIVIA,2025,1,1,Oct 2024,16
CBP,Other Immigration Violator,El Paso,BRAZIL,2022,1,1,Oct 2021,12
CBP,Other Immigration Violator,El Paso,BRAZIL,2022,2,5,Feb 2022,15
CBP,Other Immigration Violator,El Paso,BRAZIL,2022,3,9,Jun 2022,13
CBP,Other Immigration Violator,El Paso,BRAZIL,2022,4,10,Jul 2022,22
CBP,Other Immigration Violator,El Paso,BRAZIL,2022,4,11,Aug 2022,16
CBP,Other Immigration Violator,El Paso,BRAZIL,2022,4,12,Sep 2022,13
CBP,Other Immigration Violator,El Paso,BRAZIL,2023,1,1,Oct 2022,45
CBP,Other Immigration Violator,El Paso,BRAZIL,2023,1,2,Nov 2022,10
CBP,Other Immigration Violator,El Paso,BRAZIL,2024,4,10,Jul 2024,10
CBP,Other Immigration Violator,El Paso,BRAZIL,2025,1,1,Oct 2024,21
CBP,Other Immigration Violator,El Paso,BRAZIL,2025,1,2,Nov 2024,15
CBP,Other Immigration Violator,El Paso,BRAZIL,2025,1,3,Dec 2024,12
CBP,Other Immigration Violator,El Paso,COLOMBIA,2022,2,4,Jan 2022,10
CBP,Other Immigration Violator,El Paso,COLOMBIA,2022,3,9,Jun 2022,15
CBP,Other Immigration Violator,El Paso,COLOMBIA,2022,4,11,Aug 2022,15
CBP,Other Immigration Violator,El Paso,COLOMBIA,2022,4,12,Sep 2022,26
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,1,1,Oct 2022,55
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,1,2,Nov 2022,10
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,2,4,Jan 2023,52
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,2,5,Feb 2023,102
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,2,6,Mar 2023,91
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,3,7,Apr 2023,138
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,3,8,May 2023,98
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,3,9,Jun 2023,129
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,4,10,Jul 2023,37
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,4,11,Aug 2023,50
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,4,12,Sep 2023,62
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,1,1,Oct 2023,40
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,1,2,Nov 2023,10
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,2,4,Jan 2024,13
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,2,5,Feb 2024,16
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,2,6,Mar 2024,241
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,3,7,Apr 2024,329
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,3,8,May 2024,112
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,3,9,Jun 2024,34
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,4,10,Jul 2024,55
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,4,11,Aug 2024,49
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,4,12,Sep 2024,16
CBP,Other Immigration Violator,El Paso,COLOMBIA,2025,1,1,Oct 2024,32
CBP,Other Immigration Violator,El Paso,COLOMBIA,2025,1,2,Nov 2024,22
CBP,Other Immigration Violator,El Paso,COLOMBIA,2025,1,3,Dec 2024,30
CBP,Other Immigration Violator,El Paso,CUBA,2021,1,3,Dec 2020,12
CBP,Other Immigration Violator,El Paso,DOMINICAN REPUBLIC,2023,2,5,Feb 2023,30
CBP,Other Immigration Violator,El Paso,DOMINICAN REPUBLIC,2023,2,6,Mar 2023,11
CBP,Other Immigration Violator,El Paso,DOMINICAN REPUBLIC,2023,3,7,Apr 2023,60
CBP,Other Immigration Violator,El Paso,DOMINICAN REPUBLIC,2023,4,11,Aug 2023,13
CBP,Other Immigration Violator,El Paso,ECUADOR,2021,1,1,Oct 2020,12
CBP,Other Immigration Violator,El Paso,ECUADOR,2021,1,2,Nov 2020,21
CBP,Other Immigration Violator,El Paso,ECUADOR,2021,3,7,Apr 2021,13
CBP,Other Immigration Violator,El Paso,ECUADOR,2022,2,6,Mar 2022,10
CBP,Other Immigration Violator,El Paso,ECUADOR,2022,3,7,Apr 2022,10
CBP,Other Immigration Violator,El Paso,ECUADOR,2022,3,8,May 2022,11
CBP,Other Immigration Violator,El Paso,ECUADOR,2022,3,9,Jun 2022,17
CBP,Other Immigration Violator,El Paso,ECUADOR,2022,4,10,Jul 2022,26
CBP,Other Immigration Violator,El Paso,ECUADOR,2022,4,11,Aug 2022,24
