Arresting Agency,Criminality,Area of Responsibility (AOR),Country of Citizenship,Fiscal Year,Fiscal Quarter,Fiscal Month,Month-Year,Removals
CBP,Pending Criminal Charges,San Diego,MEXICO,2025,1,2,Nov 2024,12
CBP,Pending Criminal Charges,St. Paul,NICARAGUA,2025,1,1,Oct 2024,15
CBP,Other Immigration Violator,Atlanta,BRAZIL,2021,4,10,Jul 2021,19
CBP,Other Immigration Violator,Atlanta,BRAZIL,2021,4,11,Aug 2021,37
CBP,Other Immigration Violator,Atlanta,BRAZIL,2021,4,12,Sep 2021,20
CBP,Other Immigration Violator,Atlanta,BRAZIL,2022,1,1,Oct 2021,30
CBP,Other Immigration Violator,Atlanta,BRAZIL,2022,1,2,Nov 2021,14
CBP,Other Immigration Violator,Atlanta,BRAZIL,2022,1,3,Dec 2021,23
CBP,Other Immigration Violator,Atlanta,BRAZIL,2022,3,8,May 2022,10
CBP,Other Immigration Violator,Atlanta,BRAZIL,2023,1,1,Oct 2022,10
CBP,Other Immigration Violator,Atlanta,BRAZIL,2023,4,11,Aug 2023,26
CBP,Other Immigration Violator,Atlanta,BRAZIL,2024,1,1,Oct 2023,10
CBP,Other Immigration Violator,Atlanta,BRAZIL,2024,1,3,Dec 2023,11
CBP,Other Immigration Violator,Atlanta,BRAZIL,2024,3,7,Apr 2024,13
CBP,Other Immigration Violator,Atlanta,BRAZIL,2024,4,10,Jul 2024,12
CBP,Other Immigration Violator,Atlanta,BRAZIL,2025,1,1,Oct 2024,18
CBP,Other Immigration Violator,Atlanta,BRAZIL,2025,1,2,Nov 2024,12
CBP,Other Immigration Violator,Atlanta,"CHINA, PEOPLES REPUBLIC OF",2024,3,9,Jun 2024,11
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2021,1,1,Oct 2020,17
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2022,2,4,Jan 2022,13
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2022,2,5,Feb 2022,15
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2022,2,6,Mar 2022,16
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2022,3,8,May 2022,14
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2022,3,9,Jun 2022,13
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2022,4,11,Aug 2022,18
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2022,4,12,Sep 2022,16
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2023,1,1,Oct 2022,26
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2023,2,5,Feb 2023,20
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2023,3,7,Apr 2023,21
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2023,3,8,May 2023,106
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2023,3,9,Jun 2023,113
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2023,4,10,Jul 2023,39
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2023,4,11,Aug 2023,27
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2024,1,1,Oct 2023,29
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2024,1,2,Nov 2023,12
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2024,1,3,Dec 2023,28
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2024,2,4,Jan 2024,30
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2024,2,5,Feb 2024,25
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2024,3,8,May 2024,23
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2024,3,9,Jun 2024,14
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2024,4,10,Jul 2024,13
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2024,4,11,Aug 2024,37
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2024,4,12,Sep 2024,17
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2025,1,1,Oct 2024,10
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2025,1,2,Nov 2024,33
CBP,Other Immigration Violator,Atlanta,COLOMBIA,2025,1,3,Dec 2024,26
CBP,Other Immigration Violator,Atlanta,CUBA,2021,1,3,Dec 2020,17
CBP,Other Immigration Violator,Atlanta,CUBA,2023,3,8,May 2023,10
CBP,Other Immigration Violator,Atlanta,DOMINICAN REPUBLIC,2023,2,5,Feb 2023,15
CBP,Other Immigration Violator,Atlanta,DOMINICAN REPUBLIC,2023,3,8,May 2023,16
CBP,Other Immigration Violator,Atlanta,DOMINICAN REPUBLIC,2023,3,9,Jun 2023,35
CBP,Other Immigration Violator,Atlanta,DOMINICAN REPUBLIC,2023,4,11,Aug 2023,22
CBP,Other Immigration Violator,Atlanta,DOMINICAN REPUBLIC,2024,3,7,Apr 2024,10
CBP,Other Immigration Violator,Atlanta,DOMINICAN REPUBLIC,2024,3,9,Jun 2024,10
CBP,Other Immigration Violator,Atlanta,DOMINICAN REPUBLIC,2024,4,12,Sep 2024,11
CBP,Other Immigration Violator,Atlanta,ECUADOR,2021,4,12,Sep 2021,13
CBP,Other Immigration Violator,Atlanta,ECUADOR,2022,1,1,Oct 2021,17
CBP,Other Immigration Violator,Atlanta,ECUADOR,2023,3,8,May 2023,69
CBP,Other Immigration Violator,Atlanta,ECUADOR,2023,3,9,Jun 2023,17
CBP,Other Immigration Violator,Atlanta,ECUADOR,2023,4,11,Aug 2023,21
CBP,Other Immigration Violator,Atlanta,ECUADOR,2023,4,12,Sep 2023,30
CBP,Other Immigration Violator,Atlanta,ECUADOR,2024,1,1,Oct 2023,48
CBP,Other Immigration Violator,Atlanta,ECUADOR,2024,1,2,Nov 2023,53
CBP,Other Immigration Violator,Atlanta,ECUADOR,2024,1,3,Dec 2023,18
CBP,Other Immigration Violator,Atlanta,ECUADOR,2024,2,4,Jan 2024,37
CBP,Other Immigration Violator,Atlanta,ECUADOR,2024,2,5,Feb 2024,19
CBP,Other Immigration Violator,Atlanta,ECUADOR,2024,2,6,Mar 2024,19
CBP,Other Immigration Violator,Atlanta,ECUADOR,2024,3,7,Apr 2024,26
CBP,Other Immigration Violator,Atlanta,ECUADOR,2024,3,8,May 2024,63
CBP,Other Immigration Violator,Atlanta,ECUADOR,2024,3,9,Jun 2024,31
CBP,Other Immigration Violator,Atlanta,ECUADOR,2024,4,10,Jul 2024,34
CBP,Other Immigration Violator,Atlanta,ECUADOR,2024,4,11,Aug 2024,21
CBP,Other Immigration Violator,Atlanta,ECUADOR,2024,4,12,Sep 2024,21
CBP,Other Immigration Violator,Atlanta,ECUADOR,2025,1,1,Oct 2024,15
CBP,Other Immigration Violator,Atlanta,ECUADOR,2025,1,2,Nov 2024,10
CBP,Other Immigration Violator,Atlanta,ECUADOR,2025,1,3,Dec 2024,14
CBP,Other Immigration Violator,Atlanta,EL SALVADOR,2023,3,9,Jun 2023,20
CBP,Other Immigration Violator,Atlanta,EL SALVADOR,2024,2,5,Feb 2024,12
CBP,Other Immigration Violator,Atlanta,EL SALVADOR,2024,3,7,Apr 2024,11
CBP,Other Immigration Violator,Atlanta,EL SALVADOR,2024,4,10,Jul 2024,13
CBP,Other Immigration Violator,Atlanta,EL SALVADOR,2024,4,11,Aug 2024,10
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2021,1,1,Oct 2020,18
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2021,1,3,Dec 2020,13
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2022,1,1,Oct 2021,10
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2023,1,3,Dec 2022,16
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2023,2,4,Jan 2023,15
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2023,2,5,Feb 2023,17
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2023,2,6,Mar 2023,12
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2023,3,7,Apr 2023,12
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2023,3,8,May 2023,13
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2023,3,9,Jun 2023,28
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2023,4,10,Jul 2023,18
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2023,4,11,Aug 2023,37
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2024,1,1,Oct 2023,36
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2024,1,2,Nov 2023,71
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2024,1,3,Dec 2023,36
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2024,2,4,Jan 2024,27
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2024,2,5,Feb 2024,29
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2024,2,6,Mar 2024,26
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2024,3,7,Apr 2024,70
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2024,3,8,May 2024,67
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2024,3,9,Jun 2024,49
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2024,4,10,Jul 2024,86
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2024,4,11,Aug 2024,64
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2024,4,12,Sep 2024,17
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2025,1,1,Oct 2024,15
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2025,1,2,Nov 2024,18
CBP,Other Immigration Violator,Atlanta,GUATEMALA,2025,1,3,Dec 2024,10
CBP,Other Immigration Violator,Atlanta,HAITI,2022,1,2,Nov 2021,12
CBP,Other Immigration Violator,Atlanta,HAITI,2022,1,3,Dec 2021,20
CBP,Other Immigration Violator,Atlanta,HAITI,2023,4,11,Aug 2023,12
CBP,Other Immigration Violator,Atlanta,HAITI,2024,4,12,Sep 2024,13
CBP,Other Immigration Violator,Atlanta,HONDURAS,2021,1,1,Oct 2020,17
CBP,Other Immigration Violator,Atlanta,HONDURAS,2021,2,4,Jan 2021,13
CBP,Other Immigration Violator,Atlanta,HONDURAS,2021,2,5,Feb 2021,38
CBP,Other Immigration Violator,Atlanta,HONDURAS,2021,2,6,Mar 2021,34
CBP,Other Immigration Violator,Atlanta,HONDURAS,2021,3,8,May 2021,13
CBP,Other Immigration Violator,Atlanta,HONDURAS,2021,4,10,Jul 2021,10
CBP,Other Immigration Violator,Atlanta,HONDURAS,2021,4,12,Sep 2021,11
CBP,Other Immigration Violator,Atlanta,HONDURAS,2022,1,1,Oct 2021,18
CBP,Other Immigration Violator,Atlanta,HONDURAS,2022,1,2,Nov 2021,34
CBP,Other Immigration Violator,Atlanta,HONDURAS,2022,1,3,Dec 2021,35
CBP,Other Immigration Violator,Atlanta,HONDURAS,2022,2,5,Feb 2022,11
CBP,Other Immigration Violator,Atlanta,HONDURAS,2022,2,6,Mar 2022,15
CBP,Other Immigration Violator,Atlanta,HONDURAS,2022,3,7,Apr 2022,18
CBP,Other Immigration Violator,Atlanta,HONDURAS,2022,3,8,May 2022,20
CBP,Other Immigration Violator,Atlanta,HONDURAS,2022,3,9,Jun 2022,19
CBP,Other Immigration Violator,Atlanta,HONDURAS,2022,4,10,Jul 2022,21
CBP,Other Immigration Violator,Atlanta,HONDURAS,2022,4,11,Aug 2022,12
CBP,Other Immigration Violator,Atlanta,HONDURAS,2023,1,1,Oct 2022,30
CBP,Other Immigration Violator,Atlanta,HONDURAS,2023,1,2,Nov 2022,40
CBP,Other Immigration Violator,Atlanta,HONDURAS,2023,1,3,Dec 2022,86
CBP,Other Immigration Violator,Atlanta,HONDURAS,2023,2,4,Jan 2023,10
CBP,Other Immigration Violator,Atlanta,HONDURAS,2023,3,8,May 2023,45
CBP,Other Immigration Violator,Atlanta,HONDURAS,2023,3,9,Jun 2023,36
CBP,Other Immigration Violator,Atlanta,HONDURAS,2023,4,10,Jul 2023,35
CBP,Other Immigration Violator,Atlanta,HONDURAS,2023,4,11,Aug 2023,72
CBP,Other Immigration Violator,Atlanta,HONDURAS,2024,1,1,Oct 2023,52
CBP,Other Immigration Violator,Atlanta,HONDURAS,2024,1,2,Nov 2023,55
CBP,Other Immigration Violator,Atlanta,HONDURAS,2024,1,3,Dec 2023,26
CBP,Other Immigration Violator,Atlanta,HONDURAS,2024,2,4,Jan 2024,33
CBP,Other Immigration Violator,Atlanta,HONDURAS,2024,2,5,Feb 2024,44
CBP,Other Immigration Violator,Atlanta,HONDURAS,2024,2,6,Mar 2024,36
CBP,Other Immigration Violator,Atlanta,HONDURAS,2024,3,7,Apr 2024,40
CBP,Other Immigration Violator,Atlanta,HONDURAS,2024,3,8,May 2024,27
CBP,Other Immigration Violator,Atlanta,HONDURAS,2024,3,9,Jun 2024,34
CBP,Other Immigration Violator,Atlanta,HONDURAS,2024,4,10,Jul 2024,32
CBP,Other Immigration Violator,Atlanta,HONDURAS,2024,4,11,Aug 2024,75
CBP,Other Immigration Violator,Atlanta,HONDURAS,2024,4,12,Sep 2024,44
CBP,Other Immigration Violator,Atlanta,HONDURAS,2025,1,1,Oct 2024,39
CBP,Other Immigration Violator,Atlanta,HONDURAS,2025,1,2,Nov 2024,27
CBP,Other Immigration Violator,Atlanta,MEXICO,2023,3,7,Apr 2023,11
CBP,Other Immigration Violator,Atlanta,MEXICO,2023,3,8,May 2023,10
CBP,Other Immigration Violator,Atlanta,MEXICO,2023,4,10,Jul 2023,17
CBP,Other Immigration Violator,Atlanta,MEXICO,2023,4,11,Aug 2023,12
CBP,Other Immigration Violator,Atlanta,MEXICO,2023,4,12,Sep 2023,16
CBP,Other Immigration Violator,Atlanta,MEXICO,2024,1,1,Oct 2023,24
CBP,Other Immigration Violator,Atlanta,MEXICO,2024,1,2,Nov 2023,39
CBP,Other Immigration Violator,Atlanta,MEXICO,2024,1,3,Dec 2023,72
CBP,Other Immigration Violator,Atlanta,MEXICO,2024,2,4,Jan 2024,47
CBP,Other Immigration Violator,Atlanta,MEXICO,2024,2,5,Feb 2024,45
CBP,Other Immigration Violator,Atlanta,MEXICO,2024,2,6,Mar 2024,39
CBP,Other Immigration Violator,Atlanta,MEXICO,2024,3,7,Apr 2024,34
CBP,Other Immigration Violator,Atlanta,MEXICO,2024,3,8,May 2024,61
CBP,Other Immigration Violator,Atlanta,MEXICO,2024,3,9,Jun 2024,84
CBP,Other Immigration Violator,Atlanta,MEXICO,2024,4,10,Jul 2024,56
CBP,Other Immigration Violator,Atlanta,MEXICO,2024,4,11,Aug 2024,34
CBP,Other Immigration Violator,Atlanta,MEXICO,2025,1,1,Oct 2024,19
CBP,Other Immigration Violator,Atlanta,MEXICO,2025,1,2,Nov 2024,14
CBP,Other Immigration Violator,Atlanta,MEXICO,2025,1,3,Dec 2024,11
CBP,Other Immigration Violator,Atlanta,NICARAGUA,2022,1,2,Nov 2021,12
CBP,Other Immigration Violator,Atlanta,NICARAGUA,2022,2,4,Jan 2022,29
CBP,Other Immigration Violator,Atlanta,NICARAGUA,2022,2,5,Feb 2022,16
CBP,Other Immigration Violator,Atlanta,NICARAGUA,2022,2,6,Mar 2022,31
CBP,Other Immigration Violator,Atlanta,NICARAGUA,2022,3,7,Apr 2022,13
CBP,Other Immigration Violator,Atlanta,NICARAGUA,2022,3,8,May 2022,11
CBP,Other Immigration Violator,Atlanta,NICARAGUA,2022,3,9,Jun 2022,11
CBP,Other Immigration Violator,Atlanta,NICARAGUA,2022,4,11,Aug 2022,10
CBP,Other Immigration Violator,Atlanta,NICARAGUA,2023,1,1,Oct 2022,14
CBP,Other Immigration Violator,Atlanta,NICARAGUA,2023,1,2,Nov 2022,12
CBP,Other Immigration Violator,Atlanta,NICARAGUA,2023,2,4,Jan 2023,17
CBP,Other Immigration Violator,Atlanta,NICARAGUA,2023,2,5,Feb 2023,43
CBP,Other Immigration Violator,Atlanta,NICARAGUA,2023,2,6,Mar 2023,16
CBP,Other Immigration Violator,Atlanta,PERU,2023,1,1,Oct 2022,17
CBP,Other Immigration Violator,Atlanta,PERU,2023,3,8,May 2023,58
CBP,Other Immigration Violator,Atlanta,PERU,2023,3,9,Jun 2023,22
CBP,Other Immigration Violator,Atlanta,PERU,2023,4,10,Jul 2023,11
CBP,Other Immigration Violator,Atlanta,PERU,2023,4,11,Aug 2023,70
CBP,Other Immigration Violator,Atlanta,PERU,2023,4,12,Sep 2023,18
CBP,Other Immigration Violator,Atlanta,PERU,2024,1,1,Oct 2023,60
CBP,Other Immigration Violator,Atlanta,PERU,2024,1,2,Nov 2023,20
CBP,Other Immigration Violator,Atlanta,PERU,2024,1,3,Dec 2023,35
CBP,Other Immigration Violator,Atlanta,PERU,2024,2,4,Jan 2024,21
CBP,Other Immigration Violator,Atlanta,PERU,2024,2,5,Feb 2024,40
CBP,Other Immigration Violator,Atlanta,PERU,2024,2,6,Mar 2024,15
CBP,Other Immigration Violator,Atlanta,PERU,2024,3,7,Apr 2024,25
CBP,Other Immigration Violator,Atlanta,PERU,2024,3,8,May 2024,31
CBP,Other Immigration Violator,Atlanta,PERU,2024,3,9,Jun 2024,16
CBP,Other Immigration Violator,Atlanta,PERU,2024,4,10,Jul 2024,20
CBP,Other Immigration Violator,Atlanta,PERU,2024,4,11,Aug 2024,13
CBP,Other Immigration Violator,Atlanta,SENEGAL,2023,4,12,Sep 2023,38
CBP,Other Immigration Violator,Atlanta,SENEGAL,2024,1,2,Nov 2023,11
CBP,Other Immigration Violator,Atlanta,SENEGAL,2024,1,3,Dec 2023,13
CBP,Other Immigration Violator,Atlanta,UZBEKISTAN,2024,1,3,Dec 2023,13
CBP,Other Immigration Violator,Atlanta,VENEZUELA,2024,3,7,Apr 2024,20
CBP,Other Immigration Violator,Baltimore,EL SALVADOR,2024,2,5,Feb 2024,17
CBP,Other Immigration Violator,Baltimore,GUATEMALA,2024,2,4,Jan 2024,12
CBP,Other Immigration Violator,Baltimore,HONDURAS,2024,1,1,Oct 2023,13
CBP,Other Immigration Violator,Baltimore,HONDURAS,2024,2,6,Mar 2024,11
CBP,Other Immigration Violator,Baltimore,HONDURAS,2025,1,1,Oct 2024,14
CBP,Other Immigration Violator,Baltimore,MEXICO,2024,4,11,Aug 2024,12
CBP,Other Immigration Violator,Boston,BANGLADESH,2024,2,6,Mar 2024,14
CBP,Other Immigration Violator,Boston,BRAZIL,2023,1,1,Oct 2022,14
CBP,Other Immigration Violator,Boston,BRAZIL,2023,2,4,Jan 2023,12
CBP,Other Immigration Violator,Boston,BRAZIL,2023,3,7,Apr 2023,12
CBP,Other Immigration Violator,Boston,BRAZIL,2023,3,8,May 2023,12
CBP,Other Immigration Violator,Boston,BRAZIL,2023,3,9,Jun 2023,12
CBP,Other Immigration Violator,Boston,BRAZIL,2023,4,10,Jul 2023,13
CBP,Other Immigration Violator,Boston,BRAZIL,2023,4,11,Aug 2023,11
CBP,Other Immigration Violator,Boston,BRAZIL,2024,1,1,Oct 2023,10
CBP,Other Immigration Violator,Boston,BRAZIL,2024,1,2,Nov 2023,23
CBP,Other Immigration Violator,Boston,BRAZIL,2024,1,3,Dec 2023,15
CBP,Other Immigration Violator,Boston,BRAZIL,2024,2,4,Jan 2024,22
CBP,Other Immigration Violator,Boston,BRAZIL,2024,2,5,Feb 2024,15
CBP,Other Immigration Violator,Boston,BRAZIL,2024,2,6,Mar 2024,36
CBP,Other Immigration Violator,Boston,BRAZIL,2024,3,7,Apr 2024,20
CBP,Other Immigration Violator,Boston,BRAZIL,2024,3,8,May 2024,33
CBP,Other Immigration Violator,Boston,BRAZIL,2024,3,9,Jun 2024,31
CBP,Other Immigration Violator,Boston,BRAZIL,2024,4,10,Jul 2024,23
CBP,Other Immigration Violator,Boston,BRAZIL,2024,4,11,Aug 2024,25
CBP,Other Immigration Violator,Boston,BRAZIL,2024,4,12,Sep 2024,28
CBP,Other Immigration Violator,Boston,BRAZIL,2025,1,1,Oct 2024,19
CBP,Other Immigration Violator,Boston,BRAZIL,2025,1,2,Nov 2024,27
CBP,Other Immigration Violator,Boston,BRAZIL,2025,1,3,Dec 2024,33
CBP,Other Immigration Violator,Boston,COLOMBIA,2024,1,3,Dec 2023,11
CBP,Other Immigration Violator,Boston,COLOMBIA,2024,2,6,Mar 2024,17
CBP,Other Immigration Violator,Boston,COLOMBIA,2025,1,2,Nov 2024,11
CBP,Other Immigration Violator,Boston,DOMINICAN REPUBLIC,2023,3,7,Apr 2023,36
CBP,Other Immigration Violator,Boston,ECUADOR,2024,2,5,Feb 2024,16
CBP,Other Immigration Violator,Boston,ECUADOR,2024,3,7,Apr 2024,18
CBP,Other Immigration Violator,Boston,ECUADOR,2024,3,8,May 2024,26
CBP,Other Immigration Violator,Boston,ECUADOR,2024,3,9,Jun 2024,21
CBP,Other Immigration Violator,Boston,ECUADOR,2024,4,10,Jul 2024,25
CBP,Other Immigration Violator,Boston,ECUADOR,2024,4,11,Aug 2024,16
CBP,Other Immigration Violator,Boston,ECUADOR,2025,1,1,Oct 2024,15
CBP,Other Immigration Violator,Boston,GUATEMALA,2023,4,12,Sep 2023,13
CBP,Other Immigration Violator,Boston,GUATEMALA,2024,1,1,Oct 2023,16
CBP,Other Immigration Violator,Boston,GUATEMALA,2024,1,2,Nov 2023,21
CBP,Other Immigration Violator,Boston,GUATEMALA,2024,1,3,Dec 2023,13
CBP,Other Immigration Violator,Boston,GUATEMALA,2024,2,4,Jan 2024,10
CBP,Other Immigration Violator,Boston,GUATEMALA,2024,2,6,Mar 2024,20
CBP,Other Immigration Violator,Boston,GUATEMALA,2024,3,7,Apr 2024,12
CBP,Other Immigration Violator,Boston,GUATEMALA,2024,3,9,Jun 2024,16
CBP,Other Immigration Violator,Boston,GUATEMALA,2024,4,10,Jul 2024,34
CBP,Other Immigration Violator,Boston,GUATEMALA,2024,4,11,Aug 2024,18
CBP,Other Immigration Violator,Boston,GUATEMALA,2024,4,12,Sep 2024,15
CBP,Other Immigration Violator,Boston,GUATEMALA,2025,1,2,Nov 2024,18
CBP,Other Immigration Violator,Boston,INDIA,2024,3,8,May 2024,10
CBP,Other Immigration Violator,Boston,INDIA,2024,4,11,Aug 2024,14
CBP,Other Immigration Violator,Boston,INDIA,2025,1,1,Oct 2024,18
CBP,Other Immigration Violator,Boston,INDIA,2025,1,2,Nov 2024,20
CBP,Other Immigration Violator,Boston,INDIA,2025,1,3,Dec 2024,11
CBP,Other Immigration Violator,Boston,MEXICO,2022,4,12,Sep 2022,13
CBP,Other Immigration Violator,Boston,MEXICO,2023,1,1,Oct 2022,14
CBP,Other Immigration Violator,Boston,MEXICO,2023,1,2,Nov 2022,46
CBP,Other Immigration Violator,Boston,MEXICO,2023,2,4,Jan 2023,10
CBP,Other Immigration Violator,Boston,MEXICO,2023,2,5,Feb 2023,26
CBP,Other Immigration Violator,Boston,MEXICO,2023,2,6,Mar 2023,22
CBP,Other Immigration Violator,Boston,MEXICO,2023,3,7,Apr 2023,12
CBP,Other Immigration Violator,Boston,MEXICO,2023,3,8,May 2023,31
CBP,Other Immigration Violator,Boston,MEXICO,2023,3,9,Jun 2023,34
CBP,Other Immigration Violator,Boston,MEXICO,2023,4,10,Jul 2023,20
CBP,Other Immigration Violator,Boston,MEXICO,2023,4,11,Aug 2023,31
CBP,Other Immigration Violator,Boston,MEXICO,2023,4,12,Sep 2023,25
CBP,Other Immigration Violator,Boston,MEXICO,2024,1,1,Oct 2023,36
CBP,Other Immigration Violator,Boston,MEXICO,2024,1,2,Nov 2023,53
CBP,Other Immigration Violator,Boston,MEXICO,2024,1,3,Dec 2023,40
CBP,Other Immigration Violator,Boston,MEXICO,2024,2,4,Jan 2024,33
CBP,Other Immigration Violator,Boston,MEXICO,2024,2,5,Feb 2024,25
CBP,Other Immigration Violator,Boston,MEXICO,2024,2,6,Mar 2024,20
CBP,Other Immigration Violator,Boston,MEXICO,2024,3,7,Apr 2024,17
CBP,Other Immigration Violator,Boston,MEXICO,2024,3,8,May 2024,16
CBP,Other Immigration Violator,Boston,MEXICO,2024,4,10,Jul 2024,20
CBP,Other Immigration Violator,Boston,MEXICO,2025,1,1,Oct 2024,16
CBP,Other Immigration Violator,Boston,MEXICO,2025,1,2,Nov 2024,19
CBP,Other Immigration Violator,Boston,MEXICO,2025,1,3,Dec 2024,11
CBP,Other Immigration Violator,Boston,PERU,2024,2,5,Feb 2024,11
CBP,Other Immigration Violator,Buffalo,ANGOLA,2023,2,5,Feb 2023,14
CBP,Other Immigration Violator,Buffalo,ANGOLA,2024,1,2,Nov 2023,18
CBP,Other Immigration Violator,Buffalo,BANGLADESH,2024,2,6,Mar 2024,19
CBP,Other Immigration Violator,Buffalo,BANGLADESH,2024,3,7,Apr 2024,34
CBP,Other Immigration Violator,Buffalo,BANGLADESH,2024,3,8,May 2024,31
CBP,Other Immigration Violator,Buffalo,BANGLADESH,2024,3,9,Jun 2024,28
CBP,Other Immigration Violator,Buffalo,BANGLADESH,2024,4,12,Sep 2024,26
CBP,Other Immigration Violator,Buffalo,BANGLADESH,2025,1,1,Oct 2024,28
CBP,Other Immigration Violator,Buffalo,BANGLADESH,2025,1,2,Nov 2024,19
CBP,Other Immigration Violator,Buffalo,COLOMBIA,2023,1,3,Dec 2022,10
CBP,Other Immigration Violator,Buffalo,COLOMBIA,2023,2,5,Feb 2023,19
CBP,Other Immigration Violator,Buffalo,COLOMBIA,2023,3,7,Apr 2023,10
CBP,Other Immigration Violator,Buffalo,COLOMBIA,2023,3,8,May 2023,25
CBP,Other Immigration Violator,Buffalo,COLOMBIA,2023,3,9,Jun 2023,10
CBP,Other Immigration Violator,Buffalo,COLOMBIA,2023,4,10,Jul 2023,17
CBP,Other Immigration Violator,Buffalo,COLOMBIA,2024,1,1,Oct 2023,14
CBP,Other Immigration Violator,Buffalo,INDIA,2024,3,8,May 2024,16
CBP,Other Immigration Violator,Buffalo,INDIA,2024,3,9,Jun 2024,20
CBP,Other Immigration Violator,Buffalo,INDIA,2024,4,10,Jul 2024,24
CBP,Other Immigration Violator,Buffalo,INDIA,2024,4,11,Aug 2024,52
CBP,Other Immigration Violator,Buffalo,INDIA,2024,4,12,Sep 2024,171
CBP,Other Immigration Violator,Buffalo,INDIA,2025,1,1,Oct 2024,180
CBP,Other Immigration Violator,Buffalo,INDIA,2025,1,2,Nov 2024,50
CBP,Other Immigration Violator,Buffalo,INDIA,2025,1,3,Dec 2024,56
CBP,Other Immigration Violator,Buffalo,MEXICO,2023,3,8,May 2023,27
CBP,Other Immigration Violator,Buffalo,MEXICO,2023,3,9,Jun 2023,21
CBP,Other Immigration Violator,Buffalo,MEXICO,2023,4,11,Aug 2023,37
CBP,Other Immigration Violator,Buffalo,MEXICO,2023,4,12,Sep 2023,58
CBP,Other Immigration Violator,Buffalo,MEXICO,2024,1,1,Oct 2023,76
CBP,Other Immigration Violator,Buffalo,MEXICO,2024,1,2,Nov 2023,59
CBP,Other Immigration Violator,Buffalo,MEXICO,2024,1,3,Dec 2023,31
CBP,Other Immigration Violator,Buffalo,MEXICO,2024,2,4,Jan 2024,23
CBP,Other Immigration Violator,Buffalo,MEXICO,2024,2,5,Feb 2024,32
CBP,Other Immigration Violator,Buffalo,MEXICO,2024,2,6,Mar 2024,19
CBP,Other Immigration Violator,Buffalo,MEXICO,2025,1,1,Oct 2024,33
CBP,Other Immigration Violator,Buffalo,MEXICO,2025,1,2,Nov 2024,27
CBP,Other Immigration Violator,Buffalo,MEXICO,2025,1,3,Dec 2024,24
CBP,Other Immigration Violator,Buffalo,PERU,2023,1,1,Oct 2022,39
CBP,Other Immigration Violator,Buffalo,TURKIYE,2024,2,6,Mar 2024,10
CBP,Other Immigration Violator,Chicago,BRAZIL,2021,3,9,Jun 2021,34
