Arresting Agency,Criminality,Area of Responsibility (AOR),Country of Citizenship,Fiscal Year,Fiscal Quarter,Fiscal Month,Month-Year,Removals
CBP,Other Immigration Violator,Dallas,EL SALVADOR,2023,4,11,Aug-23,31
CBP,Other Immigration Violator,Dallas,EL SALVADOR,2024,2,5,Feb-24,14
CBP,Other Immigration Violator,Dallas,EL SALVADOR,2024,2,6,Mar-24,12
CBP,Other Immigration Violator,Dallas,GUATEMALA,2022,3,8,May-22,40
CBP,Other Immigration Violator,Dallas,GUATEMALA,2022,3,9,Jun-22,26
CBP,Other Immigration Violator,Dallas,GUATEMALA,2022,4,10,Jul-22,24
CBP,Other Immigration Violator,Dallas,GUATEMALA,2022,4,11,Aug-22,14
CBP,Other Immigration Violator,Dallas,GUATEMALA,2023,3,9,Jun-23,46
CBP,Other Immigration Violator,Dallas,GUATEMALA,2023,4,10,Jul-23,38
CBP,Other Immigration Violator,Dallas,GUATEMALA,2023,4,11,Aug-23,27
CBP,Other Immigration Violator,Dallas,GUATEMALA,2023,4,12,Sep-23,22
CBP,Other Immigration Violator,Dallas,GUATEMALA,2024,1,1,Oct-23,34
CBP,Other Immigration Violator,Dallas,GUATEMALA,2024,1,2,Nov-23,20
CBP,Other Immigration Violator,Dallas,GUATEMALA,2024,1,3,Dec-23,17
CBP,Other Immigration Violator,Dallas,GUATEMALA,2024,2,4,Jan-24,11
CBP,Other Immigration Violator,Dallas,GUATEMALA,2024,2,5,Feb-24,21
CBP,Other Immigration Violator,Dallas,GUATEMALA,2024,2,6,Mar-24,34
CBP,Other Immigration Violator,Dallas,GUATEMALA,2024,3,8,May-24,10
CBP,Other Immigration Violator,Dallas,GUATEMALA,2024,4,10,Jul-24,10
CBP,Other Immigration Violator,Dallas,HAITI,2023,4,11,Aug-23,14
CBP,Other Immigration Violator,Dallas,HAITI,2024,4,12,Sep-24,14
CBP,Other Immigration Violator,Dallas,HAITI,2025,1,1,Oct-24,31
CBP,Other Immigration Violator,Dallas,HONDURAS,2021,3,9,Jun-21,10
CBP,Other Immigration Violator,Dallas,HONDURAS,2023,3,8,May-23,28
CBP,Other Immigration Violator,Dallas,HONDURAS,2023,3,9,Jun-23,85
CBP,Other Immigration Violator,Dallas,HONDURAS,2023,4,10,Jul-23,54
CBP,Other Immigration Violator,Dallas,HONDURAS,2023,4,11,Aug-23,54
CBP,Other Immigration Violator,Dallas,HONDURAS,2023,4,12,Sep-23,15
CBP,Other Immigration Violator,Dallas,HONDURAS,2024,1,1,Oct-23,18
CBP,Other Immigration Violator,Dallas,HONDURAS,2024,1,2,Nov-23,12
CBP,Other Immigration Violator,Dallas,HONDURAS,2024,1,3,Dec-23,24
CBP,Other Immigration Violator,Dallas,HONDURAS,2024,2,4,Jan-24,11
CBP,Other Immigration Violator,Dallas,HONDURAS,2024,2,5,Feb-24,31
CBP,Other Immigration Violator,Dallas,HONDURAS,2024,2,6,Mar-24,38
CBP,Other Immigration Violator,Dallas,HONDURAS,2024,3,7,Apr-24,18
CBP,Other Immigration Violator,Dallas,HONDURAS,2024,3,8,May-24,13
CBP,Other Immigration Violator,Dallas,HONDURAS,2024,4,11,Aug-24,32
CBP,Other Immigration Violator,Dallas,HONDURAS,2025,1,1,Oct-24,25
CBP,Other Immigration Violator,Dallas,HONDURAS,2025,1,2,Nov-24,11
CBP,Other Immigration Violator,Dallas,HONDURAS,2025,1,3,Dec-24,15
CBP,Other Immigration Violator,Dallas,MEXICO,2021,1,1,Oct-20,28
CBP,Other Immigration Violator,Dallas,MEXICO,2021,1,2,Nov-20,19
CBP,Other Immigration Violator,Dallas,MEXICO,2021,1,3,Dec-20,17
CBP,Other Immigration Violator,Dallas,MEXICO,2021,2,4,Jan-21,26
CBP,Other Immigration Violator,Dallas,MEXICO,2021,2,5,Feb-21,12
CBP,Other Immigration Violator,Dallas,MEXICO,2021,2,6,Mar-21,35
CBP,Other Immigration Violator,Dallas,MEXICO,2021,3,7,Apr-21,31
CBP,Other Immigration Violator,Dallas,MEXICO,2021,3,8,May-21,16
CBP,Other Immigration Violator,Dallas,MEXICO,2021,3,9,Jun-21,31
CBP,Other Immigration Violator,Dallas,MEXICO,2021,4,10,Jul-21,23
CBP,Other Immigration Violator,Dallas,MEXICO,2022,1,1,Oct-21,16
CBP,Other Immigration Violator,Dallas,MEXICO,2023,4,10,Jul-23,15
CBP,Other Immigration Violator,Dallas,MEXICO,2023,4,11,Aug-23,13
CBP,Other Immigration Violator,Dallas,MEXICO,2023,4,12,Sep-23,17
CBP,Other Immigration Violator,Dallas,MEXICO,2024,1,1,Oct-23,19
CBP,Other Immigration Violator,Dallas,MEXICO,2024,1,2,Nov-23,57
CBP,Other Immigration Violator,Dallas,MEXICO,2024,1,3,Dec-23,32
CBP,Other Immigration Violator,Dallas,MEXICO,2024,2,4,Jan-24,11
CBP,Other Immigration Violator,Dallas,MEXICO,2024,2,5,Feb-24,14
CBP,Other Immigration Violator,Dallas,MEXICO,2024,2,6,Mar-24,30
CBP,Other Immigration Violator,Dallas,MEXICO,2024,3,7,Apr-24,49
CBP,Other Immigration Violator,Dallas,MEXICO,2024,3,8,May-24,84
CBP,Other Immigration Violator,Dallas,MEXICO,2024,3,9,Jun-24,73
CBP,Other Immigration Violator,Dallas,MEXICO,2024,4,10,Jul-24,23
CBP,Other Immigration Violator,Dallas,MEXICO,2025,1,1,Oct-24,28
CBP,Other Immigration Violator,Dallas,MEXICO,2025,1,2,Nov-24,10
CBP,Other Immigration Violator,Dallas,MEXICO,2025,1,3,Dec-24,16
CBP,Other Immigration Violator,Dallas,NICARAGUA,2022,1,1,Oct-21,33
CBP,Other Immigration Violator,Dallas,NICARAGUA,2023,1,1,Oct-22,29
CBP,Other Immigration Violator,Dallas,NICARAGUA,2023,1,2,Nov-22,10
CBP,Other Immigration Violator,Dallas,NICARAGUA,2023,1,3,Dec-22,38
CBP,Other Immigration Violator,Dallas,NICARAGUA,2023,2,4,Jan-23,23
CBP,Other Immigration Violator,Dallas,NICARAGUA,2023,2,5,Feb-23,10
CBP,Other Immigration Violator,Dallas,NICARAGUA,2023,2,6,Mar-23,16
CBP,Other Immigration Violator,Dallas,NICARAGUA,2024,3,9,Jun-24,31
CBP,Other Immigration Violator,Dallas,NICARAGUA,2024,4,10,Jul-24,19
CBP,Other Immigration Violator,Dallas,PERU,2022,4,10,Jul-22,11
CBP,Other Immigration Violator,Dallas,PERU,2022,4,11,Aug-22,24
CBP,Other Immigration Violator,Dallas,PERU,2023,1,1,Oct-22,14
CBP,Other Immigration Violator,Dallas,PERU,2023,1,2,Nov-22,12
CBP,Other Immigration Violator,Dallas,PERU,2023,2,5,Feb-23,10
CBP,Other Immigration Violator,Dallas,PERU,2023,3,8,May-23,35
CBP,Other Immigration Violator,Dallas,PERU,2023,3,9,Jun-23,14
CBP,Other Immigration Violator,Dallas,PERU,2023,4,10,Jul-23,13
CBP,Other Immigration Violator,Dallas,PERU,2023,4,11,Aug-23,34
CBP,Other Immigration Violator,Dallas,PERU,2024,1,1,Oct-23,10
CBP,Other Immigration Violator,Dallas,SENEGAL,2024,1,2,Nov-23,10
CBP,Other Immigration Violator,Dallas,VENEZUELA,2023,4,10,Jul-23,31
CBP,Other Immigration Violator,Dallas,VENEZUELA,2023,4,11,Aug-23,19
CBP,Other Immigration Violator,Dallas,VENEZUELA,2023,4,12,Sep-23,11
CBP,Other Immigration Violator,Dallas,VENEZUELA,2024,1,1,Oct-23,14
CBP,Other Immigration Violator,Dallas,VENEZUELA,2024,1,2,Nov-23,12
CBP,Other Immigration Violator,Dallas,VENEZUELA,2024,1,3,Dec-23,26
CBP,Other Immigration Violator,Dallas,VENEZUELA,2024,2,6,Mar-24,12
CBP,Other Immigration Violator,Denver,BRAZIL,2021,4,10,Jul-21,26
CBP,Other Immigration Violator,Denver,BRAZIL,2021,4,11,Aug-21,50
CBP,Other Immigration Violator,Denver,BRAZIL,2022,1,3,Dec-21,10
CBP,Other Immigration Violator,Denver,BRAZIL,2022,2,5,Feb-22,28
CBP,Other Immigration Violator,Denver,BRAZIL,2022,4,12,Sep-22,16
CBP,Other Immigration Violator,Denver,COLOMBIA,2022,2,4,Jan-22,15
CBP,Other Immigration Violator,Denver,COLOMBIA,2022,4,11,Aug-22,20
CBP,Other Immigration Violator,Denver,COLOMBIA,2022,4,12,Sep-22,18
CBP,Other Immigration Violator,Denver,COLOMBIA,2023,2,4,Jan-23,10
CBP,Other Immigration Violator,Denver,COLOMBIA,2023,2,6,Mar-23,10
CBP,Other Immigration Violator,Denver,COLOMBIA,2023,3,7,Apr-23,11
CBP,Other Immigration Violator,Denver,COLOMBIA,2023,3,9,Jun-23,14
CBP,Other Immigration Violator,Denver,COLOMBIA,2023,4,10,Jul-23,20
CBP,Other Immigration Violator,Denver,COLOMBIA,2023,4,11,Aug-23,29
CBP,Other Immigration Violator,Denver,COLOMBIA,2024,1,3,Dec-23,14
CBP,Other Immigration Violator,Denver,COLOMBIA,2024,2,4,Jan-24,10
CBP,Other Immigration Violator,Denver,COLOMBIA,2024,3,8,May-24,18
CBP,Other Immigration Violator,Denver,COLOMBIA,2024,3,9,Jun-24,14
CBP,Other Immigration Violator,Denver,COLOMBIA,2024,4,10,Jul-24,22
CBP,Other Immigration Violator,Denver,COLOMBIA,2024,4,11,Aug-24,16
CBP,Other Immigration Violator,Denver,COLOMBIA,2025,1,1,Oct-24,13
CBP,Other Immigration Violator,Denver,COLOMBIA,2025,1,2,Nov-24,10
CBP,Other Immigration Violator,Denver,COLOMBIA,2025,1,3,Dec-24,21
CBP,Other Immigration Violator,Denver,DOMINICAN REPUBLIC,2023,4,11,Aug-23,12
CBP,Other Immigration Violator,Denver,DOMINICAN REPUBLIC,2024,1,2,Nov-23,10
CBP,Other Immigration Violator,Denver,ECUADOR,2022,4,12,Sep-22,13
CBP,Other Immigration Violator,Denver,ECUADOR,2023,4,10,Jul-23,41
CBP,Other Immigration Violator,Denver,ECUADOR,2023,4,11,Aug-23,39
CBP,Other Immigration Violator,Denver,ECUADOR,2023,4,12,Sep-23,16
CBP,Other Immigration Violator,Denver,ECUADOR,2024,1,1,Oct-23,35
CBP,Other Immigration Violator,Denver,ECUADOR,2024,1,2,Nov-23,32
CBP,Other Immigration Violator,Denver,GUATEMALA,2024,1,2,Nov-23,15
CBP,Other Immigration Violator,Denver,GUATEMALA,2024,3,9,Jun-24,15
CBP,Other Immigration Violator,Denver,GUATEMALA,2024,4,10,Jul-24,20
CBP,Other Immigration Violator,Denver,GUATEMALA,2024,4,11,Aug-24,11
CBP,Other Immigration Violator,Denver,HONDURAS,2023,4,10,Jul-23,11
CBP,Other Immigration Violator,Denver,HONDURAS,2024,4,10,Jul-24,12
CBP,Other Immigration Violator,Denver,INDIA,2024,2,4,Jan-24,15
CBP,Other Immigration Violator,Denver,MEXICO,2021,1,1,Oct-20,13
CBP,Other Immigration Violator,Denver,MEXICO,2021,1,2,Nov-20,14
CBP,Other Immigration Violator,Denver,MEXICO,2021,1,3,Dec-20,19
CBP,Other Immigration Violator,Denver,MEXICO,2021,2,4,Jan-21,21
CBP,Other Immigration Violator,Denver,MEXICO,2021,2,5,Feb-21,26
CBP,Other Immigration Violator,Denver,MEXICO,2021,2,6,Mar-21,25
CBP,Other Immigration Violator,Denver,MEXICO,2021,3,7,Apr-21,27
CBP,Other Immigration Violator,Denver,MEXICO,2021,3,8,May-21,22
CBP,Other Immigration Violator,Denver,MEXICO,2022,3,7,Apr-22,13
CBP,Other Immigration Violator,Denver,MEXICO,2024,3,8,May-24,16
CBP,Other Immigration Violator,Denver,MEXICO,2024,3,9,Jun-24,25
CBP,Other Immigration Violator,Denver,MEXICO,2024,4,10,Jul-24,10
CBP,Other Immigration Violator,Denver,MEXICO,2024,4,12,Sep-24,11
CBP,Other Immigration Violator,Denver,MEXICO,2025,1,1,Oct-24,14
CBP,Other Immigration Violator,Denver,NICARAGUA,2022,2,4,Jan-22,18
CBP,Other Immigration Violator,Denver,NICARAGUA,2022,2,6,Mar-22,11
CBP,Other Immigration Violator,Denver,PERU,2023,4,11,Aug-23,88
CBP,Other Immigration Violator,Denver,PERU,2023,4,12,Sep-23,40
CBP,Other Immigration Violator,Denver,PERU,2024,1,1,Oct-23,47
CBP,Other Immigration Violator,Denver,PERU,2024,1,2,Nov-23,23
CBP,Other Immigration Violator,Denver,PERU,2024,1,3,Dec-23,11
CBP,Other Immigration Violator,Denver,UZBEKISTAN,2024,1,3,Dec-23,17
CBP,Other Immigration Violator,Detroit,COLOMBIA,2024,2,6,Mar-24,14
CBP,Other Immigration Violator,Detroit,GUATEMALA,2024,1,2,Nov-23,12
CBP,Other Immigration Violator,Detroit,GUATEMALA,2024,3,7,Apr-24,11
CBP,Other Immigration Violator,Detroit,MEXICO,2023,4,11,Aug-23,11
CBP,Other Immigration Violator,Detroit,MEXICO,2024,1,3,Dec-23,10
CBP,Other Immigration Violator,Detroit,MEXICO,2024,3,8,May-24,18
CBP,Other Immigration Violator,Detroit,MEXICO,2024,3,9,Jun-24,26
CBP,Other Immigration Violator,Detroit,MEXICO,2024,4,10,Jul-24,17
CBP,Other Immigration Violator,Detroit,MEXICO,2024,4,12,Sep-24,11
CBP,Other Immigration Violator,Detroit,MEXICO,2025,1,1,Oct-24,21
CBP,Other Immigration Violator,Detroit,MEXICO,2025,1,2,Nov-24,15
CBP,Other Immigration Violator,Detroit,MEXICO,2025,1,3,Dec-24,18
CBP,Other Immigration Violator,Detroit,PERU,2023,3,9,Jun-23,11
CBP,Other Immigration Violator,Detroit,PERU,2023,4,11,Aug-23,12
CBP,Other Immigration Violator,El Paso,BOLIVIA,2025,1,1,Oct-24,16
CBP,Other Immigration Violator,El Paso,BRAZIL,2022,1,1,Oct-21,12
CBP,Other Immigration Violator,El Paso,BRAZIL,2022,2,5,Feb-22,15
CBP,Other Immigration Violator,El Paso,BRAZIL,2022,3,9,Jun-22,13
CBP,Other Immigration Violator,El Paso,BRAZIL,2022,4,10,Jul-22,22
CBP,Other Immigration Violator,El Paso,BRAZIL,2022,4,11,Aug-22,16
CBP,Other Immigration Violator,El Paso,BRAZIL,2022,4,12,Sep-22,13
CBP,Other Immigration Violator,El Paso,BRAZIL,2023,1,1,Oct-22,45
CBP,Other Immigration Violator,El Paso,BRAZIL,2023,1,2,Nov-22,10
CBP,Other Immigration Violator,El Paso,BRAZIL,2024,4,10,Jul-24,10
CBP,Other Immigration Violator,El Paso,BRAZIL,2025,1,1,Oct-24,21
CBP,Other Immigration Violator,El Paso,BRAZIL,2025,1,2,Nov-24,15
CBP,Other Immigration Violator,El Paso,BRAZIL,2025,1,3,Dec-24,12
CBP,Other Immigration Violator,El Paso,COLOMBIA,2022,2,4,Jan-22,10
CBP,Other Immigration Violator,El Paso,COLOMBIA,2022,3,9,Jun-22,15
CBP,Other Immigration Violator,El Paso,COLOMBIA,2022,4,11,Aug-22,15
CBP,Other Immigration Violator,El Paso,COLOMBIA,2022,4,12,Sep-22,26
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,1,1,Oct-22,55
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,1,2,Nov-22,10
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,2,4,Jan-23,52
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,2,5,Feb-23,102
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,2,6,Mar-23,91
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,3,7,Apr-23,138
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,3,8,May-23,98
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,3,9,Jun-23,129
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,4,10,Jul-23,37
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,4,11,Aug-23,50
CBP,Other Immigration Violator,El Paso,COLOMBIA,2023,4,12,Sep-23,62
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,1,1,Oct-23,40
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,1,2,Nov-23,10
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,2,4,Jan-24,13
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,2,5,Feb-24,16
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,2,6,Mar-24,241
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,3,7,Apr-24,329
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,3,8,May-24,112
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,3,9,Jun-24,34
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,4,10,Jul-24,55
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,4,11,Aug-24,49
CBP,Other Immigration Violator,El Paso,COLOMBIA,2024,4,12,Sep-24,16
CBP,Other Immigration Violator,El Paso,COLOMBIA,2025,1,1,Oct-24,32
CBP,Other Immigration Violator,El Paso,COLOMBIA,2025,1,2,Nov-24,22
CBP,Other Immigration Violator,El Paso,COLOMBIA,2025,1,3,Dec-24,30
CBP,Other Immigration Violator,El Paso,CUBA,2021,1,3,Dec-20,12
CBP,Other Immigration Violator,El Paso,DOMINICAN REPUBLIC,2023,2,5,Feb-23,30
CBP,Other Immigration Violator,El Paso,DOMINICAN REPUBLIC,2023,2,6,Mar-23,11
CBP,Other Immigration Violator,El Paso,DOMINICAN REPUBLIC,2023,3,7,Apr-23,60
CBP,Other Immigration Violator,El Paso,DOMINICAN REPUBLIC,2023,4,11,Aug-23,13
CBP,Other Immigration Violator,El Paso,ECUADOR,2021,1,1,Oct-20,12
CBP,Other Immigration Violator,El Paso,ECUADOR,2021,1,2,Nov-20,21
CBP,Other Immigration Violator,El Paso,ECUADOR,2021,3,7,Apr-21,13
CBP,Other Immigration Violator,El Paso,ECUADOR,2022,2,6,Mar-22,10
CBP,Other Immigration Violator,El Paso,ECUADOR,2022,3,7,Apr-22,10
CBP,Other Immigration Violator,El Paso,ECUADOR,2022,3,8,May-22,11
CBP,Other Immigration Violator,El Paso,ECUADOR,2022,3,9,Jun-22,17
CBP,Other Immigration Violator,El Paso,ECUADOR,2022,4,10,Jul-22,26
CBP,Other Immigration Violator,El Paso,ECUADOR,2022,4,11,Aug-22,24
CBP,Other Immigration Violator,El Paso,ECUADOR,2022,4,12,Sep-22,32
CBP,Other Immigration Violator,El Paso,ECUADOR,2023,1,1,Oct-22,65
CBP,Other Immigration Violator,El Paso,ECUADOR,2023,1,2,Nov-22,15
CBP,Other Immigration Violator,El Paso,ECUADOR,2023,2,5,Feb-23,27
CBP,Other Immigration Violator,El Paso,ECUADOR,2023,2,6,Mar-23,15
CBP,Other Immigration Violator,El Paso,ECUADOR,2023,3,7,Apr-23,12
CBP,Other Immigration Violator,El Paso,ECUADOR,2023,3,8,May-23,19
CBP,Other Immigration Violator,El Paso,ECUADOR,2023,3,9,Jun-23,60
CBP,Other Immigration Violator,El Paso,ECUADOR,2023,4,10,Jul-23,24
CBP,Other Immigration Violator,El Paso,ECUADOR,2023,4,11,Aug-23,136
CBP,Other Immigration Violator,El Paso,ECUADOR,2023,4,12,Sep-23,128
CBP,Other Immigration Violator,El Paso,ECUADOR,2024,1,1,Oct-23,58
CBP,Other Immigration Violator,El Paso,ECUADOR,2024,1,2,Nov-23,12
CBP,Other Immigration Violator,El Paso,ECUADOR,2024,2,4,Jan-24,17
CBP,Other Immigration Violator,El Paso,ECUADOR,2024,2,5,Feb-24,12
CBP,Other Immigration Violator,El Paso,ECUADOR,2024,2,6,Mar-24,12
CBP,Other Immigration Violator,El Paso,ECUADOR,2024,3,7,Apr-24,25
CBP,Other Immigration Violator,El Paso,ECUADOR,2024,3,8,May-24,13
CBP,Other Immigration Violator,El Paso,ECUADOR,2024,3,9,Jun-24,37
CBP,Other Immigration Violator,El Paso,ECUADOR,2024,4,10,Jul-24,49
CBP,Other Immigration Violator,El Paso,ECUADOR,2024,4,11,Aug-24,47
CBP,Other Immigration Violator,El Paso,ECUADOR,2024,4,12,Sep-24,58
CBP,Other Immigration Violator,El Paso,ECUADOR,2025,1,1,Oct-24,20
CBP,Other Immigration Violator,El Paso,ECUADOR,2025,1,2,Nov-24,32
CBP,Other Immigration Violator,El Paso,ECUADOR,2025,1,3,Dec-24,42
CBP,Other Immigration Violator,El Paso,EL SALVADOR,2022,3,8,May-22,11
CBP,Other Immigration Violator,El Paso,EL SALVADOR,2023,3,8,May-23,19
CBP,Other Immigration Violator,El Paso,EL SALVADOR,2023,3,9,Jun-23,171
CBP,Other Immigration Violator,El Paso,EL SALVADOR,2023,4,10,Jul-23,93
CBP,Other Immigration Violator,El Paso,EL SALVADOR,2023,4,11,Aug-23,56
CBP,Other Immigration Violator,El Paso,EL SALVADOR,2023,4,12,Sep-23,37
CBP,Other Immigration Violator,El Paso,EL SALVADOR,2024,1,1,Oct-23,26
CBP,Other Immigration Violator,El Paso,EL SALVADOR,2024,1,3,Dec-23,26
CBP,Other Immigration Violator,El Paso,EL SALVADOR,2024,2,4,Jan-24,13
CBP,Other Immigration Violator,El Paso,EL SALVADOR,2024,2,5,Feb-24,14
CBP,Other Immigration Violator,El Paso,EL SALVADOR,2024,2,6,Mar-24,42
CBP,Other Immigration Violator,El Paso,EL SALVADOR,2024,3,7,Apr-24,35
CBP,Other Immigration Violator,El Paso,EL SALVADOR,2024,3,8,May-24,38
CBP,Other Immigration Violator,El Paso,EL SALVADOR,2024,3,9,Jun-24,13
CBP,Other Immigration Violator,El Paso,EL SALVADOR,2024,4,10,Jul-24,102
CBP,Other Immigration Violator,El Paso,EL SALVADOR,2024,4,11,Aug-24,30
CBP,Other Immigration Violator,El Paso,EL SALVADOR,2024,4,12,Sep-24,23
CBP,Other Immigration Violator,El Paso,GUATEMALA,2021,1,1,Oct-20,23
CBP,Other Immigration Violator,El Paso,GUATEMALA,2021,1,2,Nov-20,18
CBP,Other Immigration Violator,El Paso,GUATEMALA,2021,1,3,Dec-20,10
CBP,Other Immigration Violator,El Paso,GUATEMALA,2021,2,4,Jan-21,13
CBP,Other Immigration Violator,El Paso,GUATEMALA,2021,4,10,Jul-21,12
CBP,Other Immigration Violator,El Paso,GUATEMALA,2022,2,6,Mar-22,11
CBP,Other Immigration Violator,El Paso,GUATEMALA,2022,3,8,May-22,30
CBP,Other Immigration Violator,El Paso,GUATEMALA,2022,3,9,Jun-22,31
CBP,Other Immigration Violator,El Paso,GUATEMALA,2022,4,10,Jul-22,11
CBP,Other Immigration Violator,El Paso,GUATEMALA,2022,4,11,Aug-22,11
CBP,Other Immigration Violator,El Paso,GUATEMALA,2023,3,8,May-23,118
CBP,Other Immigration Violator,El Paso,GUATEMALA,2023,3,9,Jun-23,289
CBP,Other Immigration Violator,El Paso,GUATEMALA,2023,4,10,Jul-23,275
CBP,Other Immigration Violator,El Paso,GUATEMALA,2023,4,11,Aug-23,167
CBP,Other Immigration Violator,El Paso,GUATEMALA,2023,4,12,Sep-23,44
CBP,Other Immigration Violator,El Paso,GUATEMALA,2024,1,1,Oct-23,360
CBP,Other Immigration Violator,El Paso,GUATEMALA,2024,1,2,Nov-23,1853
CBP,Other Immigration Violator,El Paso,GUATEMALA,2024,1,3,Dec-23,1727
CBP,Other Immigration Violator,El Paso,GUATEMALA,2024,2,4,Jan-24,1312
CBP,Other Immigration Violator,El Paso,GUATEMALA,2024,2,5,Feb-24,1665
CBP,Other Immigration Violator,El Paso,GUATEMALA,2024,2,6,Mar-24,1041
CBP,Other Immigration Violator,El Paso,GUATEMALA,2024,3,7,Apr-24,811
CBP,Other Immigration Violator,El Paso,GUATEMALA,2024,3,8,May-24,906
CBP,Other Immigration Violator,El Paso,GUATEMALA,2024,3,9,Jun-24,687
CBP,Other Immigration Violator,El Paso,GUATEMALA,2024,4,10,Jul-24,751
CBP,Other Immigration Violator,El Paso,GUATEMALA,2024,4,11,Aug-24,1081
CBP,Other Immigration Violator,El Paso,GUATEMALA,2024,4,12,Sep-24,852
CBP,Other Immigration Violator,El Paso,GUATEMALA,2025,1,1,Oct-24,423
CBP,Other Immigration Violator,El Paso,GUATEMALA,2025,1,2,Nov-24,307
CBP,Other Immigration Violator,El Paso,GUATEMALA,2025,1,3,Dec-24,415
CBP,Other Immigration Violator,El Paso,HONDURAS,2021,1,1,Oct-20,13
CBP,Other Immigration Violator,El Paso,HONDURAS,2021,2,4,Jan-21,14
CBP,Other Immigration Violator,El Paso,HONDURAS,2022,3,8,May-22,13
CBP,Other Immigration Violator,El Paso,HONDURAS,2023,3,9,Jun-23,134
CBP,Other Immigration Violator,El Paso,HONDURAS,2023,4,10,Jul-23,109
CBP,Other Immigration Violator,El Paso,HONDURAS,2023,4,11,Aug-23,37
CBP,Other Immigration Violator,El Paso,HONDURAS,2023,4,12,Sep-23,18
CBP,Other Immigration Violator,El Paso,HONDURAS,2024,1,1,Oct-23,25
CBP,Other Immigration Violator,El Paso,HONDURAS,2024,1,2,Nov-23,17
CBP,Other Immigration Violator,El Paso,HONDURAS,2024,1,3,Dec-23,25
CBP,Other Immigration Violator,El Paso,HONDURAS,2024,2,4,Jan-24,20
CBP,Other Immigration Violator,El Paso,HONDURAS,2024,2,5,Feb-24,25
CBP,Other Immigration Violator,El Paso,HONDURAS,2024,2,6,Mar-24,155
CBP,Other Immigration Violator,El Paso,HONDURAS,2024,3,7,Apr-24,48
CBP,Other Immigration Violator,El Paso,HONDURAS,2024,3,8,May-24,45
CBP,Other Immigration Violator,El Paso,HONDURAS,2024,3,9,Jun-24,93
CBP,Other Immigration Violator,El Paso,HONDURAS,2024,4,10,Jul-24,333
CBP,Other Immigration Violator,El Paso,HONDURAS,2024,4,11,Aug-24,210
CBP,Other Immigration Violator,El Paso,HONDURAS,2024,4,12,Sep-24,93
CBP,Other Immigration Violator,El Paso,HONDURAS,2025,1,1,Oct-24,77
CBP,Other Immigration Violator,El Paso,HONDURAS,2025,1,2,Nov-24,53
CBP,Other Immigration Violator,El Paso,HONDURAS,2025,1,3,Dec-24,101
CBP,Other Immigration Violator,El Paso,MEXICO,2021,1,1,Oct-20,19
CBP,Other Immigration Violator,El Paso,MEXICO,2021,1,2,Nov-20,10
CBP,Other Immigration Violator,El Paso,MEXICO,2021,1,3,Dec-20,35
CBP,Other Immigration Violator,El Paso,MEXICO,2021,2,4,Jan-21,17
CBP,Other Immigration Violator,El Paso,MEXICO,2021,2,5,Feb-21,11
CBP,Other Immigration Violator,El Paso,MEXICO,2021,2,6,Mar-21,11
CBP,Other Immigration Violator,El Paso,MEXICO,2021,4,12,Sep-21,12
CBP,Other Immigration Violator,El Paso,MEXICO,2022,1,1,Oct-21,12
CBP,Other Immigration Violator,El Paso,MEXICO,2022,1,2,Nov-21,17
CBP,Other Immigration Violator,El Paso,MEXICO,2022,1,3,Dec-21,19
CBP,Other Immigration Violator,El Paso,MEXICO,2022,2,4,Jan-22,13
CBP,Other Immigration Violator,El Paso,MEXICO,2022,3,7,Apr-22,64
CBP,Other Immigration Violator,El Paso,MEXICO,2022,3,8,May-22,87
CBP,Other Immigration Violator,El Paso,MEXICO,2022,3,9,Jun-22,54
CBP,Other Immigration Violator,El Paso,MEXICO,2022,4,10,Jul-22,27
CBP,Other Immigration Violator,El Paso,MEXICO,2022,4,11,Aug-22,15
CBP,Other Immigration Violator,El Paso,MEXICO,2022,4,12,Sep-22,41
CBP,Other Immigration Violator,El Paso,MEXICO,2023,1,1,Oct-22,47
CBP,Other Immigration Violator,El Paso,MEXICO,2023,1,2,Nov-22,38
CBP,Other Immigration Violator,El Paso,MEXICO,2023,1,3,Dec-22,45
CBP,Other Immigration Violator,El Paso,MEXICO,2023,2,4,Jan-23,34
CBP,Other Immigration Violator,El Paso,MEXICO,2023,2,5,Feb-23,20
