Arresting Agency,Criminality,Area of Responsibility (AOR),Country of Citizenship,Fiscal Year,Fiscal Quarter,Fiscal Month,Month-Year,Removals
CBP,Other Immigration Violator,Seattle,INDIA,2024,2,4,Jan-24,28
CBP,Other Immigration Violator,Seattle,INDIA,2024,2,5,Feb-24,56
CBP,Other Immigration Violator,Seattle,INDIA,2024,2,6,Mar-24,46
CBP,Other Immigration Violator,Seattle,INDIA,2024,3,7,Apr-24,88
CBP,Other Immigration Violator,Seattle,INDIA,2024,3,8,May-24,97
CBP,Other Immigration Violator,Seattle,INDIA,2024,3,9,Jun-24,108
CBP,Other Immigration Violator,Seattle,INDIA,2024,4,10,Jul-24,46
CBP,Other Immigration Violator,Seattle,INDIA,2024,4,11,Aug-24,13
CBP,Other Immigration Violator,Seattle,MEXICO,2021,1,1,Oct-20,41
CBP,Other Immigration Violator,Seattle,MEXICO,2022,4,10,Jul-22,12
CBP,Other Immigration Violator,Seattle,MEXICO,2022,4,11,Aug-22,10
CBP,Other Immigration Violator,Seattle,MEXICO,2023,1,1,Oct-22,21
CBP,Other Immigration Violator,Seattle,MEXICO,2023,1,2,Nov-22,21
CBP,Other Immigration Violator,Seattle,MEXICO,2023,1,3,Dec-22,30
CBP,Other Immigration Violator,Seattle,MEXICO,2023,2,4,Jan-23,31
CBP,Other Immigration Violator,Seattle,MEXICO,2023,2,5,Feb-23,24
CBP,Other Immigration Violator,Seattle,MEXICO,2023,2,6,Mar-23,25
CBP,Other Immigration Violator,Seattle,MEXICO,2023,3,7,Apr-23,19
CBP,Other Immigration Violator,Seattle,MEXICO,2023,3,8,May-23,50
CBP,Other Immigration Violator,Seattle,MEXICO,2023,3,9,Jun-23,53
CBP,Other Immigration Violator,Seattle,MEXICO,2023,4,10,Jul-23,44
CBP,Other Immigration Violator,Seattle,MEXICO,2023,4,11,Aug-23,53
CBP,Other Immigration Violator,Seattle,MEXICO,2023,4,12,Sep-23,34
CBP,Other Immigration Violator,Seattle,MEXICO,2024,1,1,Oct-23,68
CBP,Other Immigration Violator,Seattle,MEXICO,2024,1,2,Nov-23,47
CBP,Other Immigration Violator,Seattle,MEXICO,2024,1,3,Dec-23,24
CBP,Other Immigration Violator,Seattle,MEXICO,2024,2,4,Jan-24,43
CBP,Other Immigration Violator,Seattle,MEXICO,2024,2,5,Feb-24,38
CBP,Other Immigration Violator,Seattle,MEXICO,2024,2,6,Mar-24,52
CBP,Other Immigration Violator,Seattle,MEXICO,2024,3,7,Apr-24,38
CBP,Other Immigration Violator,Seattle,MEXICO,2024,3,8,May-24,53
CBP,Other Immigration Violator,Seattle,MEXICO,2024,3,9,Jun-24,20
CBP,Other Immigration Violator,Seattle,MEXICO,2024,4,10,Jul-24,22
CBP,Other Immigration Violator,Seattle,MEXICO,2024,4,11,Aug-24,18
CBP,Other Immigration Violator,Seattle,MEXICO,2025,1,1,Oct-24,24
CBP,Other Immigration Violator,Seattle,MEXICO,2025,1,2,Nov-24,13
CBP,Other Immigration Violator,Seattle,NICARAGUA,2022,2,5,Feb-22,12
CBP,Other Immigration Violator,Seattle,NICARAGUA,2024,1,1,Oct-23,10
CBP,Other Immigration Violator,Seattle,PERU,2023,2,5,Feb-23,16
CBP,Other Immigration Violator,Seattle,PERU,2023,2,6,Mar-23,11
CBP,Other Immigration Violator,Seattle,PERU,2023,3,8,May-23,11
CBP,Other Immigration Violator,Seattle,PERU,2024,3,7,Apr-24,14
CBP,Other Immigration Violator,Seattle,REPUBLIC OF TÜRKIYE,2024,1,1,Oct-23,14
CBP,Other Immigration Violator,Seattle,ROMANIA,2024,3,7,Apr-24,10
CBP,Other Immigration Violator,St. Paul,ECUADOR,2023,4,11,Aug-23,25
CBP,Other Immigration Violator,St. Paul,ECUADOR,2023,4,12,Sep-23,31
CBP,Other Immigration Violator,St. Paul,ECUADOR,2024,1,2,Nov-23,18
CBP,Other Immigration Violator,St. Paul,ECUADOR,2024,1,3,Dec-23,10
CBP,Other Immigration Violator,St. Paul,ECUADOR,2024,2,4,Jan-24,17
CBP,Other Immigration Violator,St. Paul,ECUADOR,2024,2,6,Mar-24,11
CBP,Other Immigration Violator,St. Paul,ECUADOR,2024,3,7,Apr-24,19
CBP,Other Immigration Violator,St. Paul,ECUADOR,2024,3,8,May-24,21
CBP,Other Immigration Violator,St. Paul,ECUADOR,2024,3,9,Jun-24,16
CBP,Other Immigration Violator,St. Paul,ECUADOR,2025,1,1,Oct-24,21
CBP,Other Immigration Violator,St. Paul,GUATEMALA,2022,1,3,Dec-21,10
CBP,Other Immigration Violator,St. Paul,MEXICO,2023,3,8,May-23,20
CBP,Other Immigration Violator,St. Paul,MEXICO,2023,3,9,Jun-23,14
CBP,Other Immigration Violator,St. Paul,MEXICO,2023,4,12,Sep-23,10
CBP,Other Immigration Violator,St. Paul,MEXICO,2024,1,1,Oct-23,36
CBP,Other Immigration Violator,St. Paul,MEXICO,2024,3,7,Apr-24,13
CBP,Other Immigration Violator,St. Paul,MEXICO,2024,3,8,May-24,26
CBP,Other Immigration Violator,St. Paul,MEXICO,2024,3,9,Jun-24,24
CBP,Other Immigration Violator,St. Paul,MEXICO,2025,1,1,Oct-24,17
CBP,Other Immigration Violator,Washington,COLOMBIA,2024,4,10,Jul-24,11
CBP,Other Immigration Violator,Washington,EGYPT,2024,2,4,Jan-24,11
CBP,Other Immigration Violator,Washington,EL SALVADOR,2024,1,3,Dec-23,10
CBP,Other Immigration Violator,Washington,EL SALVADOR,2024,4,10,Jul-24,10
CBP,Other Immigration Violator,Washington,HONDURAS,2024,2,4,Jan-24,13
CBP,Other Immigration Violator,Washington,HONDURAS,2025,1,1,Oct-24,19
CBP,Other Immigration Violator,Washington,HONDURAS,2025,1,2,Nov-24,11
CBP,Other Immigration Violator,Washington,JORDAN,2025,1,1,Oct-24,13
CBP,Other Immigration Violator,Washington,NICARAGUA,2022,3,9,Jun-22,13
CBP,Other Immigration Violator,Washington,PERU,2024,2,5,Feb-24,12
CBP,Other Immigration Violator,Washington,UZBEKISTAN,2024,2,6,Mar-24,10
CBP,Other Immigration Violator,Washington,UZBEKISTAN,2024,3,9,Jun-24,17
CBP,Other Immigration Violator,Washington,UZBEKISTAN,2024,4,12,Sep-24,10
CBP,Other Immigration Violator,Washington,UZBEKISTAN,2025,1,1,Oct-24,12
ICE,Criminal Conviction,Atlanta,COLOMBIA,2021,1,1,Oct-20,29
ICE,Criminal Conviction,Atlanta,COLOMBIA,2021,1,2,Nov-20,15
ICE,Criminal Conviction,Atlanta,COLOMBIA,2022,1,2,Nov-21,10
ICE,Criminal Conviction,Atlanta,COLOMBIA,2022,2,6,Mar-22,12
ICE,Criminal Conviction,Atlanta,COLOMBIA,2023,1,1,Oct-22,16
ICE,Criminal Conviction,Atlanta,COLOMBIA,2023,3,8,May-23,12
ICE,Criminal Conviction,Atlanta,COLOMBIA,2024,1,3,Dec-23,13
ICE,Criminal Conviction,Atlanta,COLOMBIA,2024,4,11,Aug-24,12
ICE,Criminal Conviction,Atlanta,DOMINICAN REPUBLIC,2021,1,2,Nov-20,10
ICE,Criminal Conviction,Atlanta,DOMINICAN REPUBLIC,2022,2,5,Feb-22,11
ICE,Criminal Conviction,Atlanta,DOMINICAN REPUBLIC,2023,3,8,May-23,16
ICE,Criminal Conviction,Atlanta,DOMINICAN REPUBLIC,2023,4,11,Aug-23,12
ICE,Criminal Conviction,Atlanta,ECUADOR,2023,1,2,Nov-22,10
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2021,1,1,Oct-20,36
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2021,1,2,Nov-20,15
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2021,2,4,Jan-21,14
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2021,3,7,Apr-21,13
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2022,1,2,Nov-21,14
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2022,3,9,Jun-22,10
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2022,4,11,Aug-22,10
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2022,4,12,Sep-22,13
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2023,1,1,Oct-22,10
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2023,1,2,Nov-22,13
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2023,2,4,Jan-23,16
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2023,2,5,Feb-23,10
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2023,3,8,May-23,10
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2023,4,10,Jul-23,12
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2023,4,12,Sep-23,13
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2024,1,1,Oct-23,13
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2024,2,5,Feb-24,16
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2024,3,7,Apr-24,12
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2024,3,8,May-24,16
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2024,4,10,Jul-24,18
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2024,4,11,Aug-24,13
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2024,4,12,Sep-24,12
ICE,Criminal Conviction,Atlanta,EL SALVADOR,2025,1,1,Oct-24,13
ICE,Criminal Conviction,Atlanta,GUATEMALA,2021,1,1,Oct-20,140
ICE,Criminal Conviction,Atlanta,GUATEMALA,2021,1,2,Nov-20,51
ICE,Criminal Conviction,Atlanta,GUATEMALA,2021,1,3,Dec-20,40
ICE,Criminal Conviction,Atlanta,GUATEMALA,2021,2,4,Jan-21,24
ICE,Criminal Conviction,Atlanta,GUATEMALA,2021,2,5,Feb-21,15
ICE,Criminal Conviction,Atlanta,GUATEMALA,2021,3,7,Apr-21,15
ICE,Criminal Conviction,Atlanta,GUATEMALA,2021,4,12,Sep-21,15
ICE,Criminal Conviction,Atlanta,GUATEMALA,2022,1,1,Oct-21,15
ICE,Criminal Conviction,Atlanta,GUATEMALA,2022,1,2,Nov-21,18
ICE,Criminal Conviction,Atlanta,GUATEMALA,2022,1,3,Dec-21,11
ICE,Criminal Conviction,Atlanta,GUATEMALA,2022,2,6,Mar-22,27
ICE,Criminal Conviction,Atlanta,GUATEMALA,2022,3,7,Apr-22,31
ICE,Criminal Conviction,Atlanta,GUATEMALA,2022,3,8,May-22,11
ICE,Criminal Conviction,Atlanta,GUATEMALA,2022,3,9,Jun-22,23
ICE,Criminal Conviction,Atlanta,GUATEMALA,2022,4,10,Jul-22,21
ICE,Criminal Conviction,Atlanta,GUATEMALA,2022,4,11,Aug-22,22
ICE,Criminal Conviction,Atlanta,GUATEMALA,2022,4,12,Sep-22,25
ICE,Criminal Conviction,Atlanta,GUATEMALA,2023,1,1,Oct-22,20
ICE,Criminal Conviction,Atlanta,GUATEMALA,2023,1,2,Nov-22,20
ICE,Criminal Conviction,Atlanta,GUATEMALA,2023,1,3,Dec-22,27
ICE,Criminal Conviction,Atlanta,GUATEMALA,2023,2,4,Jan-23,14
ICE,Criminal Conviction,Atlanta,GUATEMALA,2023,2,5,Feb-23,24
ICE,Criminal Conviction,Atlanta,GUATEMALA,2023,2,6,Mar-23,27
ICE,Criminal Conviction,Atlanta,GUATEMALA,2023,3,7,Apr-23,36
ICE,Criminal Conviction,Atlanta,GUATEMALA,2023,3,8,May-23,32
ICE,Criminal Conviction,Atlanta,GUATEMALA,2023,3,9,Jun-23,35
ICE,Criminal Conviction,Atlanta,GUATEMALA,2023,4,10,Jul-23,14
ICE,Criminal Conviction,Atlanta,GUATEMALA,2023,4,11,Aug-23,38
ICE,Criminal Conviction,Atlanta,GUATEMALA,2023,4,12,Sep-23,17
ICE,Criminal Conviction,Atlanta,GUATEMALA,2024,1,1,Oct-23,21
ICE,Criminal Conviction,Atlanta,GUATEMALA,2024,1,2,Nov-23,40
ICE,Criminal Conviction,Atlanta,GUATEMALA,2024,1,3,Dec-23,16
ICE,Criminal Conviction,Atlanta,GUATEMALA,2024,2,4,Jan-24,28
ICE,Criminal Conviction,Atlanta,GUATEMALA,2024,2,5,Feb-24,19
ICE,Criminal Conviction,Atlanta,GUATEMALA,2024,2,6,Mar-24,15
ICE,Criminal Conviction,Atlanta,GUATEMALA,2024,3,7,Apr-24,38
ICE,Criminal Conviction,Atlanta,GUATEMALA,2024,3,8,May-24,40
ICE,Criminal Conviction,Atlanta,GUATEMALA,2024,3,9,Jun-24,40
ICE,Criminal Conviction,Atlanta,GUATEMALA,2024,4,10,Jul-24,38
ICE,Criminal Conviction,Atlanta,GUATEMALA,2024,4,11,Aug-24,38
ICE,Criminal Conviction,Atlanta,GUATEMALA,2024,4,12,Sep-24,28
ICE,Criminal Conviction,Atlanta,GUATEMALA,2025,1,1,Oct-24,14
ICE,Criminal Conviction,Atlanta,GUATEMALA,2025,1,2,Nov-24,21
ICE,Criminal Conviction,Atlanta,HAITI,2021,1,1,Oct-20,14
ICE,Criminal Conviction,Atlanta,HONDURAS,2021,1,1,Oct-20,52
ICE,Criminal Conviction,Atlanta,HONDURAS,2021,2,4,Jan-21,63
ICE,Criminal Conviction,Atlanta,HONDURAS,2021,2,5,Feb-21,11
ICE,Criminal Conviction,Atlanta,HONDURAS,2021,3,7,Apr-21,10
ICE,Criminal Conviction,Atlanta,HONDURAS,2021,3,8,May-21,12
ICE,Criminal Conviction,Atlanta,HONDURAS,2021,4,11,Aug-21,11
ICE,Criminal Conviction,Atlanta,HONDURAS,2022,1,3,Dec-21,17
ICE,Criminal Conviction,Atlanta,HONDURAS,2022,2,6,Mar-22,22
ICE,Criminal Conviction,Atlanta,HONDURAS,2022,3,7,Apr-22,14
ICE,Criminal Conviction,Atlanta,HONDURAS,2022,3,8,May-22,17
ICE,Criminal Conviction,Atlanta,HONDURAS,2022,4,10,Jul-22,11
ICE,Criminal Conviction,Atlanta,HONDURAS,2022,4,11,Aug-22,26
ICE,Criminal Conviction,Atlanta,HONDURAS,2022,4,12,Sep-22,22
ICE,Criminal Conviction,Atlanta,HONDURAS,2023,1,1,Oct-22,12
ICE,Criminal Conviction,Atlanta,HONDURAS,2023,1,2,Nov-22,26
ICE,Criminal Conviction,Atlanta,HONDURAS,2023,1,3,Dec-22,24
ICE,Criminal Conviction,Atlanta,HONDURAS,2023,2,4,Jan-23,24
ICE,Criminal Conviction,Atlanta,HONDURAS,2023,2,5,Feb-23,20
ICE,Criminal Conviction,Atlanta,HONDURAS,2023,2,6,Mar-23,30
ICE,Criminal Conviction,Atlanta,HONDURAS,2023,3,7,Apr-23,22
ICE,Criminal Conviction,Atlanta,HONDURAS,2023,3,8,May-23,40
ICE,Criminal Conviction,Atlanta,HONDURAS,2023,3,9,Jun-23,22
ICE,Criminal Conviction,Atlanta,HONDURAS,2023,4,10,Jul-23,15
ICE,Criminal Conviction,Atlanta,HONDURAS,2023,4,11,Aug-23,45
ICE,Criminal Conviction,Atlanta,HONDURAS,2023,4,12,Sep-23,15
ICE,Criminal Conviction,Atlanta,HONDURAS,2024,1,1,Oct-23,28
ICE,Criminal Conviction,Atlanta,HONDURAS,2024,1,2,Nov-23,18
ICE,Criminal Conviction,Atlanta,HONDURAS,2024,1,3,Dec-23,24
ICE,Criminal Conviction,Atlanta,HONDURAS,2024,2,4,Jan-24,27
ICE,Criminal Conviction,Atlanta,HONDURAS,2024,2,5,Feb-24,25
ICE,Criminal Conviction,Atlanta,HONDURAS,2024,2,6,Mar-24,15
ICE,Criminal Conviction,Atlanta,HONDURAS,2024,3,7,Apr-24,33
ICE,Criminal Conviction,Atlanta,HONDURAS,2024,3,8,May-24,40
ICE,Criminal Conviction,Atlanta,HONDURAS,2024,3,9,Jun-24,29
ICE,Criminal Conviction,Atlanta,HONDURAS,2024,4,10,Jul-24,23
ICE,Criminal Conviction,Atlanta,HONDURAS,2024,4,11,Aug-24,44
ICE,Criminal Conviction,Atlanta,HONDURAS,2024,4,12,Sep-24,26
ICE,Criminal Conviction,Atlanta,HONDURAS,2025,1,1,Oct-24,18
ICE,Criminal Conviction,Atlanta,HONDURAS,2025,1,2,Nov-24,26
ICE,Criminal Conviction,Atlanta,HONDURAS,2025,1,3,Dec-24,12
ICE,Criminal Conviction,Atlanta,JAMAICA,2023,2,5,Feb-23,11
ICE,Criminal Conviction,Atlanta,MEXICO,2021,1,1,Oct-20,281
ICE,Criminal Conviction,Atlanta,MEXICO,2021,1,2,Nov-20,236
ICE,Criminal Conviction,Atlanta,MEXICO,2021,1,3,Dec-20,161
ICE,Criminal Conviction,Atlanta,MEXICO,2021,2,4,Jan-21,140
ICE,Criminal Conviction,Atlanta,MEXICO,2021,2,5,Feb-21,51
ICE,Criminal Conviction,Atlanta,MEXICO,2021,2,6,Mar-21,96
ICE,Criminal Conviction,Atlanta,MEXICO,2021,3,7,Apr-21,76
ICE,Criminal Conviction,Atlanta,MEXICO,2021,3,8,May-21,81
ICE,Criminal Conviction,Atlanta,MEXICO,2021,3,9,Jun-21,101
ICE,Criminal Conviction,Atlanta,MEXICO,2021,4,10,Jul-21,74
ICE,Criminal Conviction,Atlanta,MEXICO,2021,4,11,Aug-21,78
ICE,Criminal Conviction,Atlanta,MEXICO,2021,4,12,Sep-21,106
ICE,Criminal Conviction,Atlanta,MEXICO,2022,1,1,Oct-21,83
ICE,Criminal Conviction,Atlanta,MEXICO,2022,1,2,Nov-21,100
ICE,Criminal Conviction,Atlanta,MEXICO,2022,1,3,Dec-21,51
ICE,Criminal Conviction,Atlanta,MEXICO,2022,2,4,Jan-22,74
ICE,Criminal Conviction,Atlanta,MEXICO,2022,2,5,Feb-22,110
ICE,Criminal Conviction,Atlanta,MEXICO,2022,2,6,Mar-22,123
ICE,Criminal Conviction,Atlanta,MEXICO,2022,3,7,Apr-22,116
ICE,Criminal Conviction,Atlanta,MEXICO,2022,3,8,May-22,108
ICE,Criminal Conviction,Atlanta,MEXICO,2022,3,9,Jun-22,107
ICE,Criminal Conviction,Atlanta,MEXICO,2022,4,10,Jul-22,142
ICE,Criminal Conviction,Atlanta,MEXICO,2022,4,11,Aug-22,130
ICE,Criminal Conviction,Atlanta,MEXICO,2022,4,12,Sep-22,135
ICE,Criminal Conviction,Atlanta,MEXICO,2023,1,1,Oct-22,181
ICE,Criminal Conviction,Atlanta,MEXICO,2023,1,2,Nov-22,164
ICE,Criminal Conviction,Atlanta,MEXICO,2023,1,3,Dec-22,140
ICE,Criminal Conviction,Atlanta,MEXICO,2023,2,4,Jan-23,117
ICE,Criminal Conviction,Atlanta,MEXICO,2023,2,5,Feb-23,183
ICE,Criminal Conviction,Atlanta,MEXICO,2023,2,6,Mar-23,174
ICE,Criminal Conviction,Atlanta,MEXICO,2023,3,7,Apr-23,134
ICE,Criminal Conviction,Atlanta,MEXICO,2023,3,8,May-23,185
ICE,Criminal Conviction,Atlanta,MEXICO,2023,3,9,Jun-23,100
ICE,Criminal Conviction,Atlanta,MEXICO,2023,4,10,Jul-23,168
ICE,Criminal Conviction,Atlanta,MEXICO,2023,4,11,Aug-23,176
ICE,Criminal Conviction,Atlanta,MEXICO,2023,4,12,Sep-23,131
ICE,Criminal Conviction,Atlanta,MEXICO,2024,1,1,Oct-23,141
ICE,Criminal Conviction,Atlanta,MEXICO,2024,1,2,Nov-23,150
ICE,Criminal Conviction,Atlanta,MEXICO,2024,1,3,Dec-23,133
ICE,Criminal Conviction,Atlanta,MEXICO,2024,2,4,Jan-24,113
ICE,Criminal Conviction,Atlanta,MEXICO,2024,2,5,Feb-24,170
ICE,Criminal Conviction,Atlanta,MEXICO,2024,2,6,Mar-24,171
ICE,Criminal Conviction,Atlanta,MEXICO,2024,3,7,Apr-24,170
ICE,Criminal Conviction,Atlanta,MEXICO,2024,3,8,May-24,142
ICE,Criminal Conviction,Atlanta,MEXICO,2024,3,9,Jun-24,161
ICE,Criminal Conviction,Atlanta,MEXICO,2024,4,10,Jul-24,169
ICE,Criminal Conviction,Atlanta,MEXICO,2024,4,11,Aug-24,172
ICE,Criminal Conviction,Atlanta,MEXICO,2024,4,12,Sep-24,145
ICE,Criminal Conviction,Atlanta,MEXICO,2025,1,1,Oct-24,175
ICE,Criminal Conviction,Atlanta,MEXICO,2025,1,2,Nov-24,132
ICE,Criminal Conviction,Atlanta,MEXICO,2025,1,3,Dec-24,125
ICE,Criminal Conviction,Boston,DOMINICAN REPUBLIC,2021,2,4,Jan-21,10
ICE,Criminal Conviction,Boston,DOMINICAN REPUBLIC,2021,3,9,Jun-21,10
ICE,Criminal Conviction,Boston,DOMINICAN REPUBLIC,2021,4,10,Jul-21,20
ICE,Criminal Conviction,Boston,DOMINICAN REPUBLIC,2021,4,12,Sep-21,10
ICE,Criminal Conviction,Boston,DOMINICAN REPUBLIC,2022,1,3,Dec-21,15
ICE,Criminal Conviction,Boston,DOMINICAN REPUBLIC,2024,3,7,Apr-24,11
ICE,Criminal Conviction,Boston,DOMINICAN REPUBLIC,2024,4,11,Aug-24,10
ICE,Criminal Conviction,Boston,DOMINICAN REPUBLIC,2024,4,12,Sep-24,11
ICE,Criminal Conviction,Boston,DOMINICAN REPUBLIC,2025,1,1,Oct-24,12
ICE,Criminal Conviction,Boston,DOMINICAN REPUBLIC,2025,1,2,Nov-24,16
ICE,Criminal Conviction,Boston,DOMINICAN REPUBLIC,2025,1,3,Dec-24,19
ICE,Criminal Conviction,Boston,GUATEMALA,2021,1,1,Oct-20,28
ICE,Criminal Conviction,Boston,MEXICO,2022,1,1,Oct-21,10
ICE,Criminal Conviction,Boston,MEXICO,2025,1,2,Nov-24,10
ICE,Criminal Conviction,Boston,MEXICO,2025,1,3,Dec-24,10
ICE,Criminal Conviction,Buffalo,DOMINICAN REPUBLIC,2021,1,1,Oct-20,10
ICE,Criminal Conviction,Buffalo,DOMINICAN REPUBLIC,2021,1,2,Nov-20,11
ICE,Criminal Conviction,Buffalo,DOMINICAN REPUBLIC,2021,1,3,Dec-20,11
ICE,Criminal Conviction,Buffalo,DOMINICAN REPUBLIC,2021,2,4,Jan-21,13
ICE,Criminal Conviction,Buffalo,DOMINICAN REPUBLIC,2021,4,11,Aug-21,14
ICE,Criminal Conviction,Buffalo,DOMINICAN REPUBLIC,2022,1,1,Oct-21,26
ICE,Criminal Conviction,Buffalo,DOMINICAN REPUBLIC,2022,3,9,Jun-22,10
ICE,Criminal Conviction,Buffalo,DOMINICAN REPUBLIC,2023,2,6,Mar-23,12
ICE,Criminal Conviction,Buffalo,DOMINICAN REPUBLIC,2023,3,7,Apr-23,14
ICE,Criminal Conviction,Buffalo,DOMINICAN REPUBLIC,2023,3,9,Jun-23,10
ICE,Criminal Conviction,Buffalo,DOMINICAN REPUBLIC,2023,4,11,Aug-23,13
ICE,Criminal Conviction,Buffalo,DOMINICAN REPUBLIC,2024,2,5,Feb-24,10
ICE,Criminal Conviction,Buffalo,DOMINICAN REPUBLIC,2024,2,6,Mar-24,12
ICE,Criminal Conviction,Buffalo,DOMINICAN REPUBLIC,2024,4,12,Sep-24,10
ICE,Criminal Conviction,Buffalo,DOMINICAN REPUBLIC,2025,1,1,Oct-24,10
ICE,Criminal Conviction,Buffalo,DOMINICAN REPUBLIC,2025,1,2,Nov-24,11
ICE,Criminal Conviction,Buffalo,GUATEMALA,2021,1,1,Oct-20,16
ICE,Criminal Conviction,Buffalo,HONDURAS,2022,1,1,Oct-21,10
ICE,Criminal Conviction,Buffalo,JAMAICA,2021,1,1,Oct-20,10
ICE,Criminal Conviction,Buffalo,JAMAICA,2022,2,6,Mar-22,11
ICE,Criminal Conviction,Buffalo,MEXICO,2021,3,9,Jun-21,16
ICE,Criminal Conviction,Buffalo,MEXICO,2021,4,11,Aug-21,11
ICE,Criminal Conviction,Buffalo,MEXICO,2021,4,12,Sep-21,22
ICE,Criminal Conviction,Buffalo,MEXICO,2022,1,1,Oct-21,10
ICE,Criminal Conviction,Buffalo,MEXICO,2022,1,2,Nov-21,14
ICE,Criminal Conviction,Buffalo,MEXICO,2022,2,5,Feb-22,13
ICE,Criminal Conviction,Buffalo,MEXICO,2022,3,9,Jun-22,14
ICE,Criminal Conviction,Buffalo,MEXICO,2022,4,10,Jul-22,12
ICE,Criminal Conviction,Buffalo,MEXICO,2022,4,11,Aug-22,16
ICE,Criminal Conviction,Buffalo,MEXICO,2023,1,1,Oct-22,11
ICE,Criminal Conviction,Buffalo,MEXICO,2023,2,4,Jan-23,14
ICE,Criminal Conviction,Buffalo,MEXICO,2023,2,6,Mar-23,15
ICE,Criminal Conviction,Buffalo,MEXICO,2023,3,8,May-23,13
ICE,Criminal Conviction,Buffalo,MEXICO,2023,3,9,Jun-23,11
ICE,Criminal Conviction,Buffalo,MEXICO,2023,4,12,Sep-23,13
ICE,Criminal Conviction,Buffalo,MEXICO,2024,1,2,Nov-23,11
ICE,Criminal Conviction,Buffalo,MEXICO,2024,1,3,Dec-23,11
ICE,Criminal Conviction,Buffalo,MEXICO,2024,2,6,Mar-24,15
ICE,Criminal Conviction,Buffalo,MEXICO,2024,3,7,Apr-24,10
ICE,Criminal Conviction,Buffalo,MEXICO,2024,3,8,May-24,11
ICE,Criminal Conviction,Buffalo,MEXICO,2024,3,9,Jun-24,22
ICE,Criminal Conviction,Buffalo,MEXICO,2024,4,10,Jul-24,18
ICE,Criminal Conviction,Buffalo,MEXICO,2024,4,11,Aug-24,12
ICE,Criminal Conviction,Buffalo,MEXICO,2024,4,12,Sep-24,10
ICE,Criminal Conviction,Buffalo,MEXICO,2025,1,1,Oct-24,10
ICE,Criminal Conviction,Buffalo,MEXICO,2025,1,2,Nov-24,17
ICE,Criminal Conviction,Buffalo,MEXICO,2025,1,3,Dec-24,11
ICE,Criminal Conviction,Chicago,EL SALVADOR,2021,1,1,Oct-20,12
ICE,Criminal Conviction,Chicago,EL SALVADOR,2024,2,4,Jan-24,11
ICE,Criminal Conviction,Chicago,GUATEMALA,2021,1,1,Oct-20,63
ICE,Criminal Conviction,Chicago,GUATEMALA,2021,1,2,Nov-20,23
ICE,Criminal Conviction,Chicago,GUATEMALA,2021,1,3,Dec-20,17
ICE,Criminal Conviction,Chicago,GUATEMALA,2021,2,4,Jan-21,15
ICE,Criminal Conviction,Chicago,GUATEMALA,2021,2,6,Mar-21,12
ICE,Criminal Conviction,Chicago,GUATEMALA,2021,3,8,May-21,14
ICE,Criminal Conviction,Chicago,GUATEMALA,2021,3,9,Jun-21,16
ICE,Criminal Conviction,Chicago,GUATEMALA,2021,4,10,Jul-21,13
ICE,Criminal Conviction,Chicago,GUATEMALA,2021,4,11,Aug-21,11
ICE,Criminal Conviction,Chicago,GUATEMALA,2022,1,1,Oct-21,16
ICE,Criminal Conviction,Chicago,GUATEMALA,2022,1,2,Nov-21,12
ICE,Criminal Conviction,Chicago,GUATEMALA,2022,1,3,Dec-21,14
ICE,Criminal Conviction,Chicago,GUATEMALA,2022,2,6,Mar-22,18
ICE,Criminal Conviction,Chicago,GUATEMALA,2022,3,9,Jun-22,16
ICE,Criminal Conviction,Chicago,GUATEMALA,2022,4,11,Aug-22,14
ICE,Criminal Conviction,Chicago,GUATEMALA,2022,4,12,Sep-22,14
ICE,Criminal Conviction,Chicago,GUATEMALA,2023,1,1,Oct-22,14
ICE,Criminal Conviction,Chicago,GUATEMALA,2023,1,2,Nov-22,16
ICE,Criminal Conviction,Chicago,GUATEMALA,2023,1,3,Dec-22,17
ICE,Criminal Conviction,Chicago,GUATEMALA,2023,2,4,Jan-23,15
